sampleID,phenotype,dip_depth_hemato,ref_genome,settings
LP0026_05_L003,lung_cancer,0.099415655,30memhg19decoy,TrueDI26830XA
LP0026_05_L003,lung_cancer,0.096121954,30memhg19decoy,TrueDI1230XA
LP0026_05_L003,lung_cancer,0.093293685,0memhg19decoy,TrueDI26830XA
LP0026_05_L003,lung_cancer,0.099057218,0memhg19decoy,False40
LP0026_05_L003,lung_cancer,0.09457123,0memhg19,TrueDI26830XA
LP0026_05_L003,lung_cancer,0.100071038,30memhg19,False40
LP0026_05_L003,lung_cancer,0.103185434,30memhg19decoy,True40
LP0026_05_L003,lung_cancer,0.094126332,30memhg19decoy,FalseDI26830XA
LP0026_05_L003,lung_cancer,0.098325608,30memhg19,True40
LP0026_05_L003,lung_cancer,0.101531932,30memhg19decoy,False40
LP0026_05_L003,lung_cancer,0.092134725,0memhg19decoy,FalseDI26830XA
LP0026_05_L003,lung_cancer,0.09312186,30memhg19,FalseDI26830XA
LP0026_05_L003,lung_cancer,0.091997329,0memhg19decoy,FalseDI1230XA
LP0026_05_L003,lung_cancer,0.099673309,0memhg19,False40
LP0026_05_L003,lung_cancer,0.097690763,30memhg19,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.164008968,30memhg19,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.163306495,0memhg19,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.165922408,30memhg19,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.164660989,0memhg19,True40
LP0026_07_L003,lung_cancer,0.164326221,30memhg19decoy,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.162172388,0memhg19decoy,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.163169033,0memhg19,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.163862209,30memhg19decoy,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.165201347,30memhg19,False40
LP0026_07_L003,lung_cancer,0.166872441,30memhg19decoy,True40
LP0026_07_L003,lung_cancer,0.158806305,0memhg19,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.163324127,0memhg19decoy,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.163952557,30memhg19,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.164389867,0memhg19decoy,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.164842664,30memhg19decoy,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.164318178,0memhg19decoy,True40
LP0026_07_L003,lung_cancer,0.168346863,30memhg19decoy,False40
LP0026_07_L003,lung_cancer,0.164138238,0memhg19,False40
LP0026_07_L003,lung_cancer,0.162277194,0memhg19decoy,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.163348169,0memhg19,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.164473348,0memhg19decoy,False40
LP0026_07_L003,lung_cancer,0.164047729,30memhg19,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.164212123,30memhg19decoy,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.165224927,30memhg19,True40
LP0026_08_L003,lung_cancer,0.106835639,30memhg19,TrueDI1230XA
LP0026_08_L003,lung_cancer,0.119501919,30memhg19,False40
LP0026_08_L003,lung_cancer,0.120881809,0memhg19decoy,False40
LP0026_08_L003,lung_cancer,0.105634394,0memhg19,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.107910075,0memhg19,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.121944458,0memhg19,True40
LP0026_08_L003,lung_cancer,0.108709681,30memhg19decoy,TrueDI1230XA
LP0026_08_L003,lung_cancer,0.124021169,30memhg19,True40
LP0026_08_L003,lung_cancer,0.108645913,0memhg19decoy,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.124381121,30memhg19decoy,True40
LP0026_08_L003,lung_cancer,0.106324338,30memhg19,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.121780768,0memhg19decoy,True40
LP0026_08_L003,lung_cancer,0.119021137,0memhg19,False40
LP0026_08_L003,lung_cancer,0.109822244,30memhg19decoy,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.107124419,0memhg19decoy,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.109578681,30memhg19,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.107538181,0memhg19decoy,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.106651666,30memhg19decoy,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.108036034,0memhg19decoy,TrueDI1230XA
LP0026_08_L003,lung_cancer,0.106687862,0memhg19,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.107027441,30memhg19,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.107444149,0memhg19,TrueDI1230XA
LP0026_08_L003,lung_cancer,0.123713802,30memhg19decoy,False40
LP0026_08_L003,lung_cancer,0.109366595,30memhg19decoy,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.124557796,30memhg19,False40
LP0026_22_L003,lung_cancer,0.118752803,30memhg19,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.117906525,0memhg19,TrueDI26830XA
LP0026_22_L003,lung_cancer,0.120432132,0memhg19decoy,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.125021738,0memhg19,True40
LP0026_22_L003,lung_cancer,0.124376328,30memhg19,True40
LP0026_22_L003,lung_cancer,0.119328784,30memhg19decoy,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.12041628,30memhg19,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.119101581,30memhg19,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.120699208,30memhg19decoy,TrueDI26830XA
LP0026_22_L003,lung_cancer,0.125994859,30memhg19decoy,True40
LP0026_22_L003,lung_cancer,0.127047734,0memhg19,False40
LP0026_22_L003,lung_cancer,0.123586856,0memhg19decoy,TrueDI26830XA
LP0026_22_L003,lung_cancer,0.121417006,30memhg19decoy,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.118145189,0memhg19,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.120823276,0memhg19decoy,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.127241013,30memhg19decoy,False40
LP0026_22_L003,lung_cancer,0.118794626,0memhg19,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.12862611,0memhg19decoy,False40
LP0026_22_L003,lung_cancer,0.120033225,30memhg19decoy,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.126859271,0memhg19decoy,True40
LP0026_22_L003,lung_cancer,0.116858131,30memhg19,TrueDI26830XA
LP0026_22_L003,lung_cancer,0.120443653,0memhg19decoy,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.120885764,0memhg19,TrueDI1230XA
LP0026_26_L004,lung_cancer,0.042423524,30memhg19decoy,FalseDI1230XA
LP0026_26_L004,lung_cancer,0.041878865,0memhg19,FalseDI26830XA
LP0026_26_L004,lung_cancer,0.042023653,0memhg19decoy,FalseDI26830XA
LP0026_26_L004,lung_cancer,0.050211727,0memhg19,True40
LP0026_26_L004,lung_cancer,0.050069517,30memhg19decoy,False40
LP0026_26_L004,lung_cancer,0.04276021,30memhg19,TrueDI1230XA
LP0026_26_L004,lung_cancer,0.051684126,0memhg19,False40
LP0026_26_L004,lung_cancer,0.043120639,30memhg19decoy,TrueDI26830XA
LP0026_26_L004,lung_cancer,0.051113449,0memhg19decoy,False40
LP0026_26_L004,lung_cancer,0.042659048,0memhg19,TrueDI26830XA
LP0026_26_L004,lung_cancer,0.043039147,0memhg19,FalseDI1230XA
LP0026_26_L004,lung_cancer,0.04299334,30memhg19,FalseDI1230XA
LP0026_26_L004,lung_cancer,0.049697392,0memhg19decoy,True40
LP0026_26_L004,lung_cancer,0.049545714,30memhg19,False40
LP0026_26_L004,lung_cancer,0.049509465,30memhg19decoy,True40
LP0026_26_L004,lung_cancer,0.042906008,0memhg19decoy,TrueDI26830XA
LP0026_26_L004,lung_cancer,0.04958272,30memhg19,True40
LP0026_26_L004,lung_cancer,0.042779433,0memhg19,TrueDI1230XA
LP0026_26_L004,lung_cancer,0.04230421,30memhg19,FalseDI26830XA
LP0026_26_L004,lung_cancer,0.042590871,0memhg19decoy,TrueDI1230XA
LP0026_26_L004,lung_cancer,0.042054834,30memhg19decoy,TrueDI1230XA
LP0026_26_L004,lung_cancer,0.042202291,0memhg19decoy,FalseDI1230XA
LP0026_26_L004,lung_cancer,0.042070561,30memhg19decoy,FalseDI26830XA
LP0026_26_L004,lung_cancer,0.041423228,30memhg19,TrueDI26830XA
LP0026_38_L004,lung_cancer,0.095104316,30memhg19decoy,FalseDI26830XA
LP0026_38_L004,lung_cancer,0.09417867,0memhg19decoy,TrueDI1230XA
LP0026_38_L004,lung_cancer,0.096546231,30memhg19,FalseDI1230XA
LP0026_38_L004,lung_cancer,0.096944814,0memhg19decoy,TrueDI26830XA
LP0026_38_L004,lung_cancer,0.097021953,30memhg19,TrueDI1230XA
LP0026_38_L004,lung_cancer,0.096115135,0memhg19,FalseDI26830XA
LP0026_38_L004,lung_cancer,0.094672266,0memhg19,FalseDI1230XA
LP0026_38_L004,lung_cancer,0.094153399,30memhg19,FalseDI26830XA
LP0026_38_L004,lung_cancer,0.093409283,0memhg19,TrueDI26830XA
LP0026_38_L004,lung_cancer,0.105642819,30memhg19,True40
LP0026_38_L004,lung_cancer,0.103466389,30memhg19,False40
LP0026_38_L004,lung_cancer,0.094590692,0memhg19decoy,FalseDI1230XA
LP0026_38_L004,lung_cancer,0.096028285,30memhg19,TrueDI26830XA
LP0026_38_L004,lung_cancer,0.096086295,30memhg19decoy,FalseDI1230XA
LP0026_38_L004,lung_cancer,0.097239796,0memhg19,TrueDI1230XA
LP0026_38_L004,lung_cancer,0.102465878,0memhg19,False40
LP0026_38_L004,lung_cancer,0.097947808,30memhg19decoy,TrueDI1230XA
LP0026_38_L004,lung_cancer,0.093507291,0memhg19decoy,FalseDI26830XA
LP0026_38_L004,lung_cancer,0.104291075,0memhg19decoy,True40
LP0026_38_L004,lung_cancer,0.102567344,30memhg19decoy,True40
LP0026_38_L004,lung_cancer,0.096284958,30memhg19decoy,TrueDI26830XA
LP0026_38_L004,lung_cancer,0.102862219,30memhg19decoy,False40
LP0026_38_L004,lung_cancer,0.104298819,0memhg19,True40
LP0026_38_L004,lung_cancer,0.103280111,0memhg19decoy,False40
LP0026_42_L004,lung_cancer,0.097604631,0memhg19decoy,TrueDI26830XA
LP0026_42_L004,lung_cancer,0.103232468,30memhg19decoy,True40
LP0026_42_L004,lung_cancer,0.098082282,30memhg19decoy,FalseDI1230XA
LP0026_42_L004,lung_cancer,0.096291449,0memhg19,FalseDI1230XA
LP0026_42_L004,lung_cancer,0.097056669,30memhg19decoy,TrueDI26830XA
LP0026_42_L004,lung_cancer,0.096271301,0memhg19decoy,FalseDI1230XA
LP0026_42_L004,lung_cancer,0.103599253,0memhg19decoy,False40
LP0026_42_L004,lung_cancer,0.095299385,30memhg19,FalseDI1230XA
LP0026_42_L004,lung_cancer,0.102644211,30memhg19,False40
LP0026_42_L004,lung_cancer,0.102832591,0memhg19decoy,True40
LP0026_42_L004,lung_cancer,0.101053599,30memhg19decoy,False40
LP0026_42_L004,lung_cancer,0.098006878,30memhg19,FalseDI26830XA
LP0026_42_L004,lung_cancer,0.103446456,0memhg19,False40
LP0026_42_L004,lung_cancer,0.09601157,0memhg19decoy,TrueDI1230XA
LP0026_42_L004,lung_cancer,0.095550284,30memhg19,TrueDI26830XA
LP0026_42_L004,lung_cancer,0.102025599,0memhg19,True40
LP0026_42_L004,lung_cancer,0.096140354,0memhg19,TrueDI1230XA
LP0026_42_L004,lung_cancer,0.101810228,30memhg19,True40
LP0026_42_L004,lung_cancer,0.095616799,30memhg19,TrueDI1230XA
LP0026_42_L004,lung_cancer,0.095901754,0memhg19,FalseDI26830XA
LP0026_42_L004,lung_cancer,0.096077576,30memhg19decoy,TrueDI1230XA
LP0026_42_L004,lung_cancer,0.096147397,0memhg19,TrueDI26830XA
LP0026_42_L004,lung_cancer,0.096589881,0memhg19decoy,FalseDI26830XA
LP0026_42_L004,lung_cancer,0.096827649,30memhg19decoy,FalseDI26830XA
LP0027_26_L003,lung_cancer,0.078303441,0memhg19,TrueDI1230XA
LP0027_26_L003,lung_cancer,0.081951652,30memhg19decoy,TrueDI26830XA
LP0027_26_L003,lung_cancer,0.079287649,30memhg19,TrueDI26830XA
LP0027_26_L003,lung_cancer,0.079325653,0memhg19decoy,False40
LP0027_26_L003,lung_cancer,0.082597843,30memhg19decoy,False40
LP0027_26_L003,lung_cancer,0.083408037,30memhg19,TrueDI1230XA
LP0027_26_L003,lung_cancer,0.07975603,0memhg19decoy,True40
LP0027_26_L003,lung_cancer,0.080454587,0memhg19,TrueDI26830XA
LP0027_26_L003,lung_cancer,0.07758253,30memhg19decoy,FalseDI1230XA
LP0027_26_L003,lung_cancer,0.080836779,30memhg19,FalseDI26830XA
LP0027_26_L003,lung_cancer,0.078052849,0memhg19decoy,TrueDI1230XA
LP0027_26_L003,lung_cancer,0.079851789,30memhg19decoy,TrueDI1230XA
LP0027_26_L003,lung_cancer,0.0848244,30memhg19,False40
LP0027_26_L003,lung_cancer,0.079777178,30memhg19,FalseDI1230XA
LP0027_26_L003,lung_cancer,0.079144436,0memhg19,FalseDI1230XA
LP0027_26_L003,lung_cancer,0.082081547,30memhg19,True40
LP0027_26_L003,lung_cancer,0.081856673,0memhg19,True40
LP0027_26_L003,lung_cancer,0.079437167,0memhg19decoy,TrueDI26830XA
LP0027_26_L003,lung_cancer,0.078557809,0memhg19,FalseDI26830XA
LP0027_26_L003,lung_cancer,0.075886282,0memhg19decoy,FalseDI26830XA
LP0027_26_L003,lung_cancer,0.082740775,30memhg19decoy,True40
LP0027_26_L003,lung_cancer,0.078336585,0memhg19decoy,FalseDI1230XA
LP0027_26_L003,lung_cancer,0.078548611,30memhg19decoy,FalseDI26830XA
LP0027_26_L003,lung_cancer,0.084522354,0memhg19,False40
LP0027_35_L003,lung_cancer,0.126318485,30memhg19decoy,TrueDI26830XA
LP0027_35_L003,lung_cancer,0.130245735,30memhg19,True40
LP0027_35_L003,lung_cancer,0.125516707,30memhg19,FalseDI26830XA
LP0027_35_L003,lung_cancer,0.121188177,30memhg19decoy,FalseDI1230XA
LP0027_35_L003,lung_cancer,0.123257126,30memhg19decoy,FalseDI26830XA
LP0027_35_L003,lung_cancer,0.125321313,30memhg19decoy,TrueDI1230XA
LP0027_35_L003,lung_cancer,0.131039796,0memhg19decoy,False40
LP0027_35_L003,lung_cancer,0.131251797,0memhg19decoy,True40
LP0027_35_L003,lung_cancer,0.129493386,0memhg19,True40
LP0027_35_L003,lung_cancer,0.125542283,0memhg19,FalseDI1230XA
LP0027_35_L003,lung_cancer,0.124791052,0memhg19decoy,FalseDI1230XA
LP0027_35_L003,lung_cancer,0.125646605,0memhg19decoy,TrueDI1230XA
LP0027_35_L003,lung_cancer,0.131350645,0memhg19,False40
LP0027_35_L003,lung_cancer,0.122704762,0memhg19decoy,TrueDI26830XA
LP0027_35_L003,lung_cancer,0.128173987,30memhg19,TrueDI1230XA
LP0027_35_L003,lung_cancer,0.123680074,0memhg19,TrueDI1230XA
LP0027_35_L003,lung_cancer,0.124926785,0memhg19,FalseDI26830XA
LP0027_35_L003,lung_cancer,0.128924453,30memhg19decoy,False40
LP0027_35_L003,lung_cancer,0.128982418,30memhg19,False40
LP0027_35_L003,lung_cancer,0.123265498,0memhg19,TrueDI26830XA
LP0027_35_L003,lung_cancer,0.131511952,30memhg19decoy,True40
LP0027_35_L003,lung_cancer,0.125797243,0memhg19decoy,FalseDI26830XA
LP0027_35_L003,lung_cancer,0.123734899,30memhg19,TrueDI26830XA
LP0027_39_L003,lung_cancer,0.132057707,30memhg19decoy,True40
LP0027_39_L003,lung_cancer,0.127105807,0memhg19decoy,TrueDI26830XA
LP0027_39_L003,lung_cancer,0.123112096,30memhg19,TrueDI1230XA
LP0027_39_L003,lung_cancer,0.131336376,30memhg19,True40
LP0027_39_L003,lung_cancer,0.133320047,0memhg19decoy,False40
LP0027_39_L003,lung_cancer,0.130835107,0memhg19,True40
LP0027_39_L003,lung_cancer,0.130818321,0memhg19,TrueDI26830XA
LP0027_39_L003,lung_cancer,0.131337577,30memhg19,False40
LP0027_39_L003,lung_cancer,0.127904945,0memhg19decoy,FalseDI26830XA
LP0027_39_L003,lung_cancer,0.133000957,0memhg19decoy,True40
LP0027_39_L003,lung_cancer,0.127161978,0memhg19,FalseDI26830XA
LP0027_39_L003,lung_cancer,0.127769926,30memhg19decoy,TrueDI26830XA
LP0027_39_L003,lung_cancer,0.133580504,0memhg19,False40
LP0027_39_L003,lung_cancer,0.126437871,30memhg19decoy,TrueDI1230XA
LP0027_39_L003,lung_cancer,0.131356857,30memhg19decoy,False40
LP0027_39_L003,lung_cancer,0.126284574,30memhg19decoy,FalseDI1230XA
LP0027_39_L003,lung_cancer,0.129466922,0memhg19decoy,FalseDI1230XA
LP0027_39_L003,lung_cancer,0.129170233,0memhg19decoy,TrueDI1230XA
LP0027_39_L003,lung_cancer,0.126860034,30memhg19,TrueDI26830XA
LP0027_39_L003,lung_cancer,0.127930799,30memhg19,FalseDI1230XA
LP0027_39_L003,lung_cancer,0.127082122,30memhg19,FalseDI26830XA
LP0027_39_L003,lung_cancer,0.126429829,0memhg19,FalseDI1230XA
LP0027_39_L003,lung_cancer,0.125043411,30memhg19decoy,FalseDI26830XA
LP0027_39_L003,lung_cancer,0.126665593,0memhg19,TrueDI1230XA
LP0028_01_L004,lung_cancer,0.129580337,0memhg19,True40
LP0028_01_L004,lung_cancer,0.126299851,0memhg19decoy,True40
LP0028_01_L004,lung_cancer,0.122045322,0memhg19,FalseDI1230XA
LP0028_01_L004,lung_cancer,0.12001828,0memhg19decoy,FalseDI26830XA
LP0028_01_L004,lung_cancer,0.126807177,30memhg19,TrueDI26830XA
LP0028_01_L004,lung_cancer,0.12311592,0memhg19decoy,FalseDI1230XA
LP0028_01_L004,lung_cancer,0.129195135,0memhg19decoy,False40
LP0028_01_L004,lung_cancer,0.13079305,30memhg19,True40
LP0028_01_L004,lung_cancer,0.121392389,0memhg19,TrueDI1230XA
LP0028_01_L004,lung_cancer,0.124362792,30memhg19decoy,TrueDI1230XA
LP0028_01_L004,lung_cancer,0.121848362,30memhg19decoy,FalseDI1230XA
LP0028_01_L004,lung_cancer,0.12338546,30memhg19,FalseDI1230XA
LP0028_01_L004,lung_cancer,0.130796871,30memhg19decoy,False40
LP0028_01_L004,lung_cancer,0.120120307,0memhg19decoy,TrueDI26830XA
LP0028_01_L004,lung_cancer,0.121184117,30memhg19,TrueDI1230XA
LP0028_01_L004,lung_cancer,0.123986321,30memhg19,FalseDI26830XA
LP0028_01_L004,lung_cancer,0.129016508,30memhg19,False40
LP0028_01_L004,lung_cancer,0.12939437,0memhg19,False40
LP0028_01_L004,lung_cancer,0.12178408,0memhg19,FalseDI26830XA
LP0028_01_L004,lung_cancer,0.131130956,30memhg19decoy,True40
LP0028_01_L004,lung_cancer,0.122211882,0memhg19decoy,TrueDI1230XA
LP0028_01_L004,lung_cancer,0.123561389,30memhg19decoy,TrueDI26830XA
LP0028_01_L004,lung_cancer,0.12396643,0memhg19,TrueDI26830XA
LP0028_01_L004,lung_cancer,0.123976714,30memhg19decoy,FalseDI26830XA
LP0029_02_L004,healthy_control,0.177256716,0memhg19,FalseDI1230XA
LP0029_02_L004,healthy_control,0.182549814,0memhg19,False40
LP0029_02_L004,healthy_control,0.17549803,30memhg19,TrueDI1230XA
LP0029_02_L004,healthy_control,0.175810871,0memhg19decoy,FalseDI26830XA
LP0029_02_L004,healthy_control,0.175951919,0memhg19,TrueDI26830XA
LP0029_02_L004,healthy_control,0.182710382,0memhg19decoy,True40
LP0029_02_L004,healthy_control,0.170898695,30memhg19decoy,TrueDI26830XA
LP0029_02_L004,healthy_control,0.182849597,0memhg19decoy,False40
LP0029_02_L004,healthy_control,0.176538698,30memhg19decoy,FalseDI1230XA
LP0029_02_L004,healthy_control,0.178128822,0memhg19,True40
LP0029_02_L004,healthy_control,0.182009474,30memhg19decoy,True40
LP0029_02_L004,healthy_control,0.176908147,0memhg19decoy,TrueDI1230XA
LP0029_02_L004,healthy_control,0.17497052,30memhg19decoy,FalseDI26830XA
LP0029_02_L004,healthy_control,0.183436721,30memhg19,True40
LP0029_02_L004,healthy_control,0.175849131,30memhg19,FalseDI1230XA
LP0029_02_L004,healthy_control,0.179157157,0memhg19decoy,TrueDI26830XA
LP0029_02_L004,healthy_control,0.183233805,30memhg19,False40
LP0029_02_L004,healthy_control,0.175883917,0memhg19decoy,FalseDI1230XA
LP0029_02_L004,healthy_control,0.176959579,30memhg19,TrueDI26830XA
LP0029_02_L004,healthy_control,0.176907508,0memhg19,FalseDI26830XA
LP0029_02_L004,healthy_control,0.182977815,30memhg19decoy,False40
LP0029_02_L004,healthy_control,0.176447992,30memhg19,FalseDI26830XA
LP0029_02_L004,healthy_control,0.175628138,30memhg19decoy,TrueDI1230XA
LP0029_02_L004,healthy_control,0.173235589,0memhg19,TrueDI1230XA
LP0029_04_L003,healthy_control,0.143876527,30memhg19decoy,TrueDI1230XA
LP0029_04_L003,healthy_control,0.151448094,0memhg19,FalseDI26830XA
LP0029_04_L003,healthy_control,0.156124515,30memhg19decoy,True40
LP0029_04_L003,healthy_control,0.149898051,30memhg19,TrueDI26830XA
LP0029_04_L003,healthy_control,0.147602001,0memhg19decoy,TrueDI26830XA
LP0029_04_L003,healthy_control,0.151146944,0memhg19decoy,TrueDI1230XA
LP0029_04_L003,healthy_control,0.147210624,0memhg19,FalseDI1230XA
LP0029_04_L003,healthy_control,0.153558545,0memhg19decoy,True40
LP0029_04_L003,healthy_control,0.149331942,30memhg19decoy,FalseDI1230XA
LP0029_04_L003,healthy_control,0.148931111,0memhg19decoy,FalseDI1230XA
LP0029_04_L003,healthy_control,0.149104292,30memhg19decoy,TrueDI26830XA
LP0029_04_L003,healthy_control,0.155361289,30memhg19decoy,False40
LP0029_04_L003,healthy_control,0.149444985,0memhg19decoy,FalseDI26830XA
LP0029_04_L003,healthy_control,0.150823377,30memhg19,FalseDI1230XA
LP0029_04_L003,healthy_control,0.153404083,0memhg19,True40
LP0029_04_L003,healthy_control,0.15470128,30memhg19,True40
LP0029_04_L003,healthy_control,0.15422186,30memhg19,TrueDI1230XA
LP0029_04_L003,healthy_control,0.153440027,0memhg19decoy,False40
LP0029_04_L003,healthy_control,0.152090611,30memhg19,FalseDI26830XA
LP0029_04_L003,healthy_control,0.15365026,30memhg19decoy,FalseDI26830XA
LP0029_04_L003,healthy_control,0.143639855,0memhg19,TrueDI26830XA
LP0029_04_L003,healthy_control,0.15451111,0memhg19,TrueDI1230XA
LP0029_04_L003,healthy_control,0.156578219,0memhg19,False40
LP0029_04_L003,healthy_control,0.156416018,30memhg19,False40
LP0029_05_L004,healthy_control,0.176854078,0memhg19decoy,FalseDI1230XA
LP0029_05_L004,healthy_control,0.185931312,0memhg19,False40
LP0029_05_L004,healthy_control,0.187922353,0memhg19,True40
LP0029_05_L004,healthy_control,0.174721482,0memhg19decoy,FalseDI26830XA
LP0029_05_L004,healthy_control,0.182449295,0memhg19decoy,False40
LP0029_05_L004,healthy_control,0.176221806,0memhg19decoy,TrueDI26830XA
LP0029_05_L004,healthy_control,0.180368796,30memhg19,FalseDI1230XA
LP0029_05_L004,healthy_control,0.174596527,0memhg19,TrueDI1230XA
LP0029_05_L004,healthy_control,0.186285478,30memhg19,False40
LP0029_05_L004,healthy_control,0.176995912,0memhg19,TrueDI26830XA
LP0029_05_L004,healthy_control,0.174060257,30memhg19,TrueDI26830XA
LP0029_05_L004,healthy_control,0.171111815,30memhg19decoy,TrueDI26830XA
LP0029_05_L004,healthy_control,0.18089026,30memhg19,FalseDI26830XA
LP0029_05_L004,healthy_control,0.181754312,30memhg19,True40
LP0029_05_L004,healthy_control,0.17746609,0memhg19,FalseDI26830XA
LP0029_05_L004,healthy_control,0.184871396,30memhg19decoy,False40
LP0029_05_L004,healthy_control,0.170616971,0memhg19decoy,TrueDI1230XA
LP0029_05_L004,healthy_control,0.176252083,30memhg19decoy,TrueDI1230XA
LP0029_05_L004,healthy_control,0.180190718,30memhg19decoy,True40
LP0029_05_L004,healthy_control,0.17286216,30memhg19,TrueDI1230XA
LP0029_05_L004,healthy_control,0.179467109,0memhg19decoy,True40
LP0029_05_L004,healthy_control,0.175128106,30memhg19decoy,FalseDI26830XA
LP0029_05_L004,healthy_control,0.175806509,30memhg19decoy,FalseDI1230XA
LP0029_05_L004,healthy_control,0.18077431,0memhg19,FalseDI1230XA
LP0029_06_L003,healthy_control,0.156658687,30memhg19,FalseDI1230XA
LP0029_06_L003,healthy_control,0.162961261,0memhg19,True40
LP0029_06_L003,healthy_control,0.159295862,30memhg19,FalseDI26830XA
LP0029_06_L003,healthy_control,0.159965454,0memhg19,FalseDI26830XA
LP0029_06_L003,healthy_control,0.164771863,0memhg19decoy,False40
LP0029_06_L003,healthy_control,0.159121047,0memhg19decoy,FalseDI1230XA
LP0029_06_L003,healthy_control,0.167907459,30memhg19decoy,False40
LP0029_06_L003,healthy_control,0.161082743,30memhg19decoy,True40
LP0029_06_L003,healthy_control,0.158290049,0memhg19decoy,TrueDI26830XA
LP0029_06_L003,healthy_control,0.16822794,0memhg19decoy,True40
LP0029_06_L003,healthy_control,0.157681596,0memhg19decoy,TrueDI1230XA
LP0029_06_L003,healthy_control,0.163669927,0memhg19,False40
LP0029_06_L003,healthy_control,0.158830375,30memhg19decoy,TrueDI26830XA
LP0029_06_L003,healthy_control,0.154235344,30memhg19,TrueDI26830XA
LP0029_06_L003,healthy_control,0.157599837,30memhg19decoy,FalseDI1230XA
LP0029_06_L003,healthy_control,0.157243789,30memhg19decoy,TrueDI1230XA
LP0029_06_L003,healthy_control,0.164147306,30memhg19,False40
LP0029_06_L003,healthy_control,0.163176922,30memhg19,True40
LP0029_06_L003,healthy_control,0.158635797,0memhg19decoy,FalseDI26830XA
LP0029_06_L003,healthy_control,0.157481411,30memhg19,TrueDI1230XA
LP0029_06_L003,healthy_control,0.158419468,0memhg19,FalseDI1230XA
LP0029_06_L003,healthy_control,0.157186722,0memhg19,TrueDI1230XA
LP0029_06_L003,healthy_control,0.158203094,30memhg19decoy,FalseDI26830XA
LP0029_06_L003,healthy_control,0.169074133,0memhg19,TrueDI26830XA
LP0030_03_L004,healthy_control,0.14863475,30memhg19decoy,FalseDI1230XA
LP0030_03_L004,healthy_control,0.145444646,0memhg19,TrueDI26830XA
LP0030_03_L004,healthy_control,0.15248231,30memhg19,False40
LP0030_03_L004,healthy_control,0.143640273,0memhg19,FalseDI26830XA
LP0030_03_L004,healthy_control,0.149326196,0memhg19decoy,True40
LP0030_03_L004,healthy_control,0.147897681,30memhg19decoy,TrueDI1230XA
LP0030_03_L004,healthy_control,0.150729917,0memhg19decoy,False40
LP0030_03_L004,healthy_control,0.145653085,30memhg19decoy,FalseDI26830XA
LP0030_03_L004,healthy_control,0.144371468,0memhg19decoy,TrueDI1230XA
LP0030_03_L004,healthy_control,0.145883817,0memhg19,TrueDI1230XA
LP0030_03_L004,healthy_control,0.147611432,0memhg19,True40
LP0030_03_L004,healthy_control,0.150839698,30memhg19decoy,False40
LP0030_03_L004,healthy_control,0.145650412,0memhg19decoy,TrueDI26830XA
LP0030_03_L004,healthy_control,0.144962402,0memhg19decoy,FalseDI26830XA
LP0030_03_L004,healthy_control,0.146206744,30memhg19,TrueDI1230XA
LP0030_03_L004,healthy_control,0.144710911,0memhg19decoy,FalseDI1230XA
LP0030_03_L004,healthy_control,0.150646049,0memhg19,False40
LP0030_03_L004,healthy_control,0.143594022,0memhg19,FalseDI1230XA
LP0030_03_L004,healthy_control,0.14584232,30memhg19,FalseDI26830XA
