sampleID,phenotype,ref_genome,settings,value,feature
LP0025_08_L004,healthy_control,30memhg19,TrueDI26830XA,170.1488981,fragment_lengths
LP0025_08_L004,healthy_control,30memhg19decoy,FalseDI26830XA,170.26284,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19,FalseDI1230XA,145.2569643,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19,False40,145.3844952,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19,FalseDI26830XA,145.2673503,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,145.2482321,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19,False40,145.379147,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19,TrueDI26830XA,145.2485526,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,145.2385699,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19,True40,145.389185,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19,FalseDI1230XA,145.2424773,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19,FalseDI26830XA,145.2527202,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,145.2731094,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19,TrueDI1230XA,145.2397533,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19decoy,True40,145.4058002,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19,True40,145.3791571,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19decoy,False40,145.4540002,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19,TrueDI1230XA,145.2206428,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19,TrueDI26830XA,145.2305819,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19decoy,False40,145.4494547,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,145.2226941,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,145.2875199,fragment_lengths
LP0025_10_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,145.2980021,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19decoy,True40,145.4002579,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,145.2340509,fragment_lengths
LP0025_10_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,145.283442,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19,FalseDI26830XA,165.9728329,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19,TrueDI26830XA,165.9376097,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19,FalseDI1230XA,165.9644614,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19decoy,False40,166.1412241,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19,True40,165.9062564,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19,TrueDI1230XA,165.9299096,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19,TrueDI26830XA,165.9494998,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19,FalseDI1230XA,165.9550202,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19,FalseDI26830XA,165.9635424,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19,True40,165.8912188,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19,False40,165.9110756,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19decoy,True40,166.1025554,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,166.0075549,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,166.0475213,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,166.0462745,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19,False40,165.9277523,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19decoy,True40,166.084306,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19decoy,False40,166.1230403,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19,TrueDI1230XA,165.9397936,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,166.0559761,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,166.0376659,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,166.0066062,fragment_lengths
LP0025_11_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,166.0156257,fragment_lengths
LP0025_11_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,165.9978612,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19decoy,False40,168.7207574,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,168.6314789,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19decoy,True40,168.6522756,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,168.5752061,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19,TrueDI26830XA,168.5146248,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19,TrueDI1230XA,168.5051204,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19,TrueDI26830XA,168.5123135,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,168.6280394,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19,TrueDI1230XA,168.5089104,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19,False40,168.4966614,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,168.5814997,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,168.6381519,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19,True40,168.4632944,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19,False40,168.5141085,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19decoy,True40,168.6573592,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19decoy,False40,168.7023254,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,168.6211974,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,168.5794739,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19,True40,168.4764654,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19,FalseDI1230XA,168.5422439,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19,FalseDI26830XA,168.5491276,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19,FalseDI26830XA,168.5589713,fragment_lengths
LP0025_12_L003,lung_cancer,30memhg19,FalseDI1230XA,168.5522677,fragment_lengths
LP0025_12_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,168.5724323,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19decoy,True40,165.146768,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,165.0781241,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19,False40,164.9758296,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,165.0436219,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,165.0533111,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,165.0667615,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,165.0888254,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19,FalseDI1230XA,164.9920222,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19,FalseDI26830XA,165.0031826,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,165.0776206,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19,True40,164.9531981,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19,TrueDI1230XA,164.981527,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19,TrueDI26830XA,164.9931538,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19,FalseDI26830XA,164.9929949,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19,True40,164.9689656,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19decoy,False40,165.1747775,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19,False40,164.9580375,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19decoy,False40,165.1945556,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,165.0635799,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19,TrueDI1230XA,164.97336,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19,FalseDI1230XA,164.9816983,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,165.0533538,fragment_lengths
LP0025_15_L003,lung_cancer,30memhg19decoy,True40,165.1642297,fragment_lengths
LP0025_15_L003,lung_cancer,0memhg19,TrueDI26830XA,164.9843011,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,167.3632463,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19,FalseDI26830XA,167.3188045,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,167.400546,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19decoy,False40,167.4841543,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19,True40,167.2450893,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,167.4032782,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,167.3597068,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19decoy,False40,167.5012474,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,167.3709483,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19,True40,167.2285698,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19decoy,True40,167.4368092,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19,FalseDI1230XA,167.3160642,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19,FalseDI26830XA,167.3274727,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,167.4095741,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19,False40,167.2748076,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19,False40,167.2591361,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19,TrueDI26830XA,167.292078,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,167.3687762,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19decoy,True40,167.452415,fragment_lengths
LP0025_17_L003,lung_cancer,0memhg19,TrueDI1230XA,167.2889703,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19,FalseDI1230XA,167.3247503,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19,TrueDI26830XA,167.2996183,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19,TrueDI1230XA,167.2964891,fragment_lengths
LP0025_17_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,167.4122946,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19,FalseDI26830XA,168.9028902,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19,True40,168.8073677,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19,FalseDI1230XA,168.8967044,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19decoy,True40,169.0164541,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19,True40,168.8261714,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19,False40,168.8627776,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,168.9954487,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19,TrueDI26830XA,168.8464714,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19decoy,TrueDI1230XA,168.9136418,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19decoy,FalseDI1230XA,168.9893487,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19,TrueDI1230XA,168.8405766,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19,False40,168.8856557,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19decoy,False40,169.0950723,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19decoy,FalseDI1230XA,168.9776803,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,168.9171899,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,168.9838709,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19decoy,False40,169.0710282,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19decoy,TrueDI1230XA,168.9069743,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,168.9131895,fragment_lengths
LP0025_21_L004,lung_cancer,0memhg19decoy,True40,168.9958469,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19,FalseDI1230XA,168.9080102,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19,FalseDI26830XA,168.9140983,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19,TrueDI1230XA,168.8458008,fragment_lengths
LP0025_21_L004,lung_cancer,30memhg19,TrueDI26830XA,168.84854670000001,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,171.1041027,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19decoy,True40,171.1667564,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19,FalseDI1230XA,171.0733763,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,171.1108692,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,171.1698407,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19,False40,170.9896432,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19,FalseDI1230XA,171.0899334,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19,TrueDI26830XA,171.0322776,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19,False40,171.0302752,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,171.1641166,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19,TrueDI1230XA,171.0249339,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19,TrueDI26830XA,171.0489617,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19,FalseDI26830XA,171.0791271,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19decoy,False40,171.2289996,fragment_lengths
LP0025_24_L003,lung_cancer,0memhg19,True40,170.9510713,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19,TrueDI1230XA,171.0431201,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19decoy,False40,171.2688534,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19,FalseDI26830XA,171.0956015,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,171.1865057,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19,True40,170.9896422,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19decoy,True40,171.2082954,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,171.119892,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,171.1808675,fragment_lengths
LP0025_24_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,171.1280181,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,169.1915114,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19,True40,169.0628807,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19,TrueDI1230XA,169.1226928,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19,TrueDI26830XA,169.1289826,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19decoy,True40,169.2574243,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,169.1987082,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,169.2541578,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,169.2606233,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19decoy,True40,169.2744841,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,169.2084096,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19,FalseDI1230XA,169.1835397,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19,False40,169.1273544,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19,True40,169.0785322,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,169.2008661,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19,False40,169.1115028,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,169.2702407,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19decoy,False40,169.3185533,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19,TrueDI1230XA,169.1287005,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19,FalseDI26830XA,169.1806791,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19,FalseDI26830XA,169.1898663,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,169.2639201,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19,TrueDI26830XA,169.1364059,fragment_lengths
LP0026_05_L003,lung_cancer,0memhg19,FalseDI1230XA,169.1742165,fragment_lengths
LP0026_05_L003,lung_cancer,30memhg19decoy,False40,169.3359863,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19decoy,False40,171.3068895,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19,TrueDI26830XA,171.1247512,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19,TrueDI1230XA,171.1179507,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,171.186644,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,171.2395191,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19,True40,171.0529959,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,171.258928,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19decoy,True40,171.2509794,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19,FalseDI26830XA,171.167051,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,171.193192,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19,True40,171.0717154,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19decoy,True40,171.270609,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,171.2051437,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,171.2517814,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19,FalseDI1230XA,171.1598047,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,171.2467558,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,171.1982526,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19,FalseDI26830XA,171.1789528,fragment_lengths
LP0026_07_L003,lung_cancer,0memhg19,False40,171.0956536,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19decoy,False40,171.3275083,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19,False40,171.1152895,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19,FalseDI1230XA,171.171788,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19,TrueDI26830XA,171.1361167,fragment_lengths
LP0026_07_L003,lung_cancer,30memhg19,TrueDI1230XA,171.1285592,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19,FalseDI26830XA,156.1424296,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,156.1644816,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19decoy,True40,156.2872887,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,156.2092439,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,156.216088,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19decoy,False40,156.3363822,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19,True40,156.1500668,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19decoy,False40,156.3410721,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19,FalseDI1230XA,156.1354749,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19decoy,True40,156.2837203,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,156.1603076,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,156.1568037,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19,False40,156.1466758,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19,TrueDI26830XA,156.1230082,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19,FalseDI1230XA,156.1303509,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,156.2141557,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,156.1661705,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19,TrueDI1230XA,156.1155131,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19,TrueDI26830XA,156.1155924,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19,FalseDI26830XA,156.1371349,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19,True40,156.1492148,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19,False40,156.1512307,fragment_lengths
LP0026_08_L003,lung_cancer,30memhg19,TrueDI1230XA,156.1082119,fragment_lengths
LP0026_08_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,156.2211818,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19,FalseDI26830XA,164.3375837,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19,FalseDI1230XA,164.3289372,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19,True40,164.2746593,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19,TrueDI1230XA,164.283688,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19,TrueDI26830XA,164.29216,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19decoy,False40,164.519699,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,164.4159666,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,164.3547216,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,164.4247079,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19decoy,True40,164.4487181,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,164.346335,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19,FalseDI26830XA,164.3536518,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,164.4320793,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19decoy,True40,164.4815567,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,164.3582607,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19,TrueDI26830XA,164.30241,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19decoy,False40,164.5519218,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,164.4407785,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19,FalseDI1230XA,164.3450503,fragment_lengths
LP0026_22_L003,lung_cancer,0memhg19,False40,164.3041671,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19,False40,164.3366088,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,164.3677603,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19,True40,164.3036743,fragment_lengths
LP0026_22_L003,lung_cancer,30memhg19,TrueDI1230XA,164.2922047,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19,FalseDI1230XA,161.4162169,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19decoy,True40,161.5499918,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19,FalseDI26830XA,161.4236037,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19,False40,161.4380261,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19,TrueDI26830XA,161.4009863,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19decoy,TrueDI1230XA,161.4442739,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19,False40,161.4341287,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19,True40,161.4134838,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19,TrueDI1230XA,161.3911868,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19,FalseDI1230XA,161.4144697,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,161.4519105,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19decoy,TrueDI1230XA,161.4456136,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19,TrueDI1230XA,161.3945481,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19decoy,True40,161.5555505,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19decoy,False40,161.5909278,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19decoy,FalseDI1230XA,161.4809916,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19,True40,161.4119883,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,161.4900076,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19,TrueDI26830XA,161.3990611,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19,FalseDI26830XA,161.4217238,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19decoy,FalseDI1230XA,161.4825347,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,161.4883365,fragment_lengths
LP0026_26_L004,lung_cancer,30memhg19decoy,False40,161.5956974,fragment_lengths
LP0026_26_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,161.4535575,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,164.1252333,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19decoy,FalseDI1230XA,164.1156214,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,164.0730412,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19decoy,False40,164.1997327,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19decoy,TrueDI1230XA,164.0654255,fragment_lengths
LP0026_38_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,164.0798927,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19,TrueDI26830XA,163.9999429,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19decoy,True40,164.1532034,fragment_lengths
LP0026_38_L004,lung_cancer,30memhg19,FalseDI1230XA,164.0298417,fragment_lengths
LP0026_38_L004,lung_cancer,30memhg19,FalseDI26830XA,164.0390884,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19,TrueDI1230XA,163.9923716,fragment_lengths
LP0026_38_L004,lung_cancer,0memhg19,False40,163.9495062,fragment_lengths
