sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/False40/summary_across_samples_and_ROIS.csv,-7.115538874,150,-8.024916968,757,180.7619417,6078.999982,-733.1032721,0.011291024,-0.006519208,164.2347239,SAEC_hg19.no_chr,healthy_control,-0.31,(27.1386624680608; 346.8432267613184),N/A,1.44,(-0.0812155684521266; 0.030571088790355472),N/A,0memhg19,False40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-39.63976001,150,-77.61509667,757,-34.65597512,6078.001819,-679.6325143,0.148604725,-4.11E-04,-158.7972367,SAEC_hg19.no_chr,lung_cancer,-5.12,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,7.71,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-5.871208625,150,-1.11989573,757.0000001,59.25463928,6078.021931,-659.90108,0.012316058,-0.002807905,51.26891683,SAEC_hg19.no_chr,lung_cancer,-1.92,(33.17876306333565; 321.2881034597963),n.s.,2,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-2.118781316,150,10.26079958,758,115.0100088,6078,-685.0081967,-0.007314133,-0.004983265,122.7887337,SAEC_hg19.no_chr,lung_cancer,-0.83,(33.17876306333565; 321.2881034597963),n.s.,1.18,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-13.29520835,149.9999998,-0.273786677,757,-26.42391246,6078.000314,-709.787222,0.037238816,-0.001083186,-42.04835027,SAEC_hg19.no_chr,lung_cancer,-3.34,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,3.05,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-11.11897632,149,21.57967726,758,56.85814691,6078.040603,-690.6977763,0.014681111,-0.003328949,65.70643172,SAEC_hg19.no_chr,lung_cancer,-1.7,(33.17876306333565; 321.2881034597963),n.s.,2.1,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-2.50644934,150,-44.03414586,757.0000001,-172.7797772,6078.99997,-696.6951456,0.041211276,0.006326083,-219.9301632,SAEC_hg19.no_chr,lung_cancer,-6.05,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,3.21,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,2.19723757,149,6.042252421,758,25.39502191,6078.075274,-639.2890106,-0.010729954,-0.001953005,34.00790125,SAEC_hg19.no_chr,lung_cancer,-2.18,(33.17876306333565; 321.2881034597963),n.s.,1.04,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,0.604357696,149,19.02406829,758,166.4714202,6078.037725,-732.0910275,-0.022557321,-0.00696107,186.1876744,SAEC_hg19.no_chr,lung_cancer,0.14,(33.17876306333565; 321.2881034597963),n.s.,0.54,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,3.843197967,149,-4.433810151,757.0211978,56.70924169,6079,-743.4217938,-0.011675074,-0.002667186,56.61987691,SAEC_hg19.no_chr,lung_cancer,-1.84,(33.17876306333565; 321.2881034597963),n.s.,1,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-22.43123612,149.0000024,-84.18809457,757.0000002,-155.2880999,6078.988827,-673.0602238,0.114617346,0.002669847,-266.0430392,SAEC_hg19.no_chr,lung_cancer,-6.75,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,6.29,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-12.58935589,150,-1.632351927,757.0000001,-131.7839619,6078.985858,-660.9466565,0.042991615,0.003231343,-147.8474498,SAEC_hg19.no_chr,lung_cancer,-4.95,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,3.29,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-10.76207744,150,-19.72965897,757,36.13892205,6078.000001,-777.3939594,0.036648548,0.001586371,3.740059929,SAEC_hg19.no_chr,lung_cancer,-2.64,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,3.02,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-0.582406214,149.9999255,-105.6568305,757,177.3166115,6078.034009,-621.0758051,0.045592104,-0.004213759,69.81547969,SAEC_hg19.no_chr,lung_cancer,-1.64,(33.17876306333565; 321.2881034597963),n.s.,3.4,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-18.7164944,149,7.060745347,758,80.93224536,6078.053137,-629.7537158,0.041084514,-0.002635285,66.30908968,SAEC_hg19.no_chr,lung_cancer,-1.69,(33.17876306333565; 321.2881034597963),n.s.,3.21,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,8.466702129,149,-54.03505192,758,-45.00049398,6079,-616.401769,0.008723056,-2.72E-04,-89.68528287,SAEC_hg19.no_chr,lung_cancer,-4.06,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,1.85,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-13.68765144,149,-34.29795642,758,-317.9383975,6078.014867,-613.9314272,0.075568039,0.007345029,-368.0442864,SAEC_hg19.no_chr,lung_cancer,-8.3,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,4.65,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-1.574167092,149,-60.35348835,757,-124.1956842,6078.000136,-582.6711597,0.044173173,0.004090992,-186.7926436,SAEC_hg19.no_chr,lung_cancer,-5.54,(33.17876306333565; 321.2881034597963),Significantly stronger coverage drop,3.34,(-0.08777347206826042; 0.016893310693690516),Significantly stronger coverage drop,0memhg19decoy,FalseDI26830XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,14.04315853,149,10.0327957,757,123.1086597,6078.948837,-657.7954849,-0.050966628,-0.006722474,149.3509484,SAEC_hg19.no_chr,lung_cancer,-0.42,(33.17876306333565; 321.2881034597963),n.s.,-0.65,(-0.08777347206826042; 0.016893310693690516),n.s.,0memhg19decoy,FalseDI26830XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,3.155089574,150,64.31866592,757,156.7651689,6078.000129,-653.6133017,-0.052577153,-0.008459136,225.1556553,SAEC_hg19.no_chr,healthy_control,0.73,(33.17876306333565; 321.2881034597963),N/A,-0.72,(-0.08777347206826042; 0.016893310693690516),N/A,0memhg19decoy,FalseDI26830XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,28.42847035,150,-44.00962387,757,294.6209305,6078.060543,-565.8697286,-0.071753403,-0.009392112,282.7618094,SAEC_hg19.no_chr,healthy_control,1.61,(33.17876306333565; 321.2881034597963),N/A,-1.52,(-0.08777347206826042; 0.016893310693690516),N/A,0memhg19decoy,FalseDI26830XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,11.81533898,149,36.80807082,758,152.125449,6078.056625,-681.8445449,-0.060992561,-0.005575172,202.7794007,SAEC_hg19.no_chr,healthy_control,0.39,(33.17876306333565; 321.2881034597963),N/A,-1.07,(-0.08777347206826042; 0.016893310693690516),N/A,0memhg19decoy,FalseDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,1.513972794,149,18.42175216,757,252.5833894,6078.988324,-581.8328193,-0.030338099,-0.008248632,272.6502625,SAEC_hg19.no_chr,healthy_control,1.45,(33.17876306333565; 321.2881034597963),N/A,0.21,(-0.08777347206826042; 0.016893310693690516),N/A,0memhg19decoy,FalseDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,2.525500832,149.9676804,33.75607989,757.0000009,98.34300895,6078.999517,-735.9556124,-0.030961798,-0.004791964,135.2241303,SAEC_hg19.no_chr,healthy_control,-0.64,(33.17876306333565; 321.2881034597963),N/A,0.19,(-0.08777347206826042; 0.016893310693690516),N/A,0memhg19decoy,FalseDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,0.059628539,149.9999267,7.034228744,758,80.64176428,6078.068503,-721.0863605,-0.0091538,-0.003008989,87.72137005,SAEC_hg19.no_chr,healthy_control,-1.36,(33.17876306333565; 321.2881034597963),N/A,1.1,(-0.08777347206826042; 0.016893310693690516),N/A,0memhg19decoy,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-8.416634902,150,-3.50461796,757,192.5543238,6078.986165,-727.0166377,0.011595303,-0.007548208,179.071412,SAEC_hg19.no_chr,healthy_control,-0.18,(56.332832148522016; 323.10273076202117),N/A,1.43,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,7.359527947,149,33.1078458,758,122.6809329,6078.000006,-708.161065,-0.045182261,-0.005609453,164.4762411,SAEC_hg19.no_chr,healthy_control,-0.42,(56.332832148522016; 323.10273076202117),N/A,-0.71,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,3.249477852,150,4.832881855,757,90.66070686,6078.999677,-603.7775037,-0.017139038,-0.006041638,99.19705157,SAEC_hg19.no_chr,healthy_control,-1.49,(56.332832148522016; 323.10273076202117),N/A,0.35,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-4.856333711,150,-4.115376553,757,173.18359,6078.000227,-728.9084328,0.003717533,-0.005897696,163.2236949,SAEC_hg19.no_chr,healthy_control,-0.44,(56.332832148522016; 323.10273076202117),N/A,1.14,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,5.268663,150,27.77381047,757,-148.076882,6078.112297,-581.4748325,-0.018930378,-0.001055823,-113.7904828,SAEC_hg19.no_chr,lung_cancer,-4.99,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,0.28,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-8.622290397,149.9999998,79.29200719,757.9999999,91.63357267,6078.067088,-615.5102558,-0.024814625,-0.005761816,161.5827688,SAEC_hg19.no_chr,lung_cancer,-0.46,(56.332832148522016; 323.10273076202117),n.s.,0.06,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,4.034595224,150,-5.269040247,758,166.5237678,6078.999886,-709.9725908,-0.018885667,-0.006840288,165.6898091,SAEC_hg19.no_chr,healthy_control,-0.4,(56.332832148522016; 323.10273076202117),N/A,0.28,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,9.83131261,150,28.69336638,757,172.0963899,6078.024028,-690.8277581,-0.052564902,-0.006037839,212.2371701,SAEC_hg19.no_chr,healthy_control,0.37,(56.332832148522016; 323.10273076202117),N/A,-0.98,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-44.25165959,150,-74.7788525,757.0000082,3.45640981,6078.00002,-678.0040177,0.156874304,-0.001680333,-123.1982097,SAEC_hg19.no_chr,lung_cancer,-5.15,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,6.91,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-8.574298924,150,-3.417771054,757,76.55414984,6078.012063,-662.8366719,0.019580735,-0.003826352,63.10400663,SAEC_hg19.no_chr,lung_cancer,-2.08,(56.332832148522016; 323.10273076202117),n.s.,1.73,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-3.866585644,149,14.07802657,758,133.7857531,6078.000004,-684.4722108,-0.005838054,-0.00519695,143.3721106,SAEC_hg19.no_chr,lung_cancer,-0.76,(56.332832148522016; 323.10273076202117),n.s.,0.78,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-17.27744013,150,6.568258029,757.9999999,-19.3500012,6078.000831,-700.2052226,0.043764489,-0.001656963,-32.68293965,SAEC_hg19.no_chr,lung_cancer,-3.66,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,2.65,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-12.65422125,149,15.82983411,758,53.42342515,6078.077209,-698.5033603,0.022043336,-0.003309293,54.69597931,SAEC_hg19.no_chr,lung_cancer,-2.22,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,1.83,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-4.419292971,150,-44.24770433,757.0000034,-117.1728892,6078.999989,-710.9904732,0.042761976,0.004836961,-166.8122094,SAEC_hg19.no_chr,lung_cancer,-5.86,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,2.61,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,1.244998712,149,8.567930868,758,27.04979683,6078.056044,-642.3308625,-0.009618274,-0.001960401,37.10778787,SAEC_hg19.no_chr,lung_cancer,-2.51,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,0.63,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-4.724694707,150,17.97179766,758,189.815709,6078.046726,-738.1256843,-0.009351707,-0.006595753,202.2804943,SAEC_hg19.no_chr,lung_cancer,0.21,(56.332832148522016; 323.10273076202117),n.s.,0.64,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,2.760604376,149,-7.1714946,757.012538,86.69730597,6079,-738.4508761,-0.009301699,-0.002596131,82.55917736,SAEC_hg19.no_chr,lung_cancer,-1.76,(56.332832148522016; 323.10273076202117),n.s.,0.65,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-22.69616671,149,-77.02988034,757.0000001,-169.8674032,6078.924388,-671.587632,0.112511185,0.002551137,-273.6885955,SAEC_hg19.no_chr,lung_cancer,-7.62,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,5.24,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-17.44151222,150,7.32865099,757.9999997,-120.2186747,6078.935534,-680.0623454,0.050420169,0.002628228,-132.8632496,SAEC_hg19.no_chr,lung_cancer,-5.3,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,2.9,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-14.13009277,149.9996499,-14.34099473,757,41.945675,6078.999992,-780.8935422,0.042385726,0.001196652,11.08342121,SAEC_hg19.no_chr,lung_cancer,-2.94,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,2.59,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-9.99891869,149.0000045,-99.04515587,757.0024224,191.3939657,6078.001824,-628.0271702,0.066406276,-0.005088073,79.65225714,SAEC_hg19.no_chr,lung_cancer,-1.81,(56.332832148522016; 323.10273076202117),n.s.,3.5,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-28.69209586,150,28.92364633,757.9999999,116.3967409,6078.014657,-630.5424611,0.053447234,-0.00397947,112.2742582,SAEC_hg19.no_chr,lung_cancer,-1.27,(56.332832148522016; 323.10273076202117),n.s.,3.01,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,3.038556647,149,-53.19219498,758,-43.40438648,6078.94014,-617.8426697,0.022708405,-5.86E-04,-93.52220484,SAEC_hg19.no_chr,lung_cancer,-4.66,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,1.85,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-18.2369136,149.9592538,-22.86423249,758,-215.7619182,6078.026483,-613.3925702,0.074711933,0.004396948,-259.6933602,SAEC_hg19.no_chr,lung_cancer,-7.39,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,3.81,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-8.022295897,149.0000552,-60.9557415,757,-109.2342748,6078.00033,-580.2366429,0.060773172,0.002437079,-179.9177383,SAEC_hg19.no_chr,lung_cancer,-6.08,(56.332832148522016; 323.10273076202117),Significantly stronger coverage drop,3.29,(-0.08465163672251964; 0.03175624973199283),Significantly stronger coverage drop,0memhg19decoy,True40
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,8.922593705,149,19.10408094,757,159.9488969,6078.951208,-659.5473419,-0.044454806,-0.007286271,189.3799419,SAEC_hg19.no_chr,lung_cancer,-0.01,(56.332832148522016; 323.10273076202117),n.s.,-0.68,(-0.08465163672251964; 0.03175624973199283),n.s.,0memhg19decoy,True40
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-1.534800518,150,65.08836449,757,171.0951062,6078.000091,-660.6389015,-0.041450059,-0.00885402,234.8224404,SAEC_hg19.no_chr,healthy_control,0.74,(56.332832148522016; 323.10273076202117),N/A,-0.57,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,33.0137494,150,-58.70476596,757,316.5107185,6078.068834,-562.2093882,-0.077640817,-0.009396154,295.0999351,SAEC_hg19.no_chr,healthy_control,1.73,(56.332832148522016; 323.10273076202117),N/A,-1.93,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,6.809915993,149,33.00426964,758,186.707627,6078.045085,-678.7129565,-0.047858616,-0.006573786,227.6921948,SAEC_hg19.no_chr,healthy_control,0.62,(56.332832148522016; 323.10273076202117),N/A,-0.81,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-8.422131007,150,25.80232063,758,262.2266264,6078.929824,-597.2552224,-0.00838953,-0.00920865,278.2378011,SAEC_hg19.no_chr,healthy_control,1.46,(56.332832148522016; 323.10273076202117),N/A,0.68,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-1.863076783,149,37.1723889,757,89.90120754,6078.966986,-738.1883335,-0.020501604,-0.003965651,125.1623627,SAEC_hg19.no_chr,healthy_control,-1.06,(56.332832148522016; 323.10273076202117),N/A,0.22,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-3.021024422,149,4.951261142,758,130.3453863,6078.026961,-720.7041773,-0.003072662,-0.003942368,131.7032649,SAEC_hg19.no_chr,healthy_control,-0.95,(56.332832148522016; 323.10273076202117),N/A,0.88,(-0.08465163672251964; 0.03175624973199283),N/A,0memhg19decoy,True40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-4.367037702,150,-4.223152697,757,182.5192508,6078.999975,-721.1810678,0.001862196,-0.007296709,173.0058843,SAEC_hg19.no_chr,healthy_control,-0.08,(17.353451421160685; 341.1373510345018),N/A,1.67,(-0.08255997492013142; 0.01334181032994635),N/A,0memhg19decoy,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,9.160168008,149,39.19790794,758,92.01316769,6078.039098,-706.5052814,-0.051195685,-0.005268683,142.0720403,SAEC_hg19.no_chr,healthy_control,-0.5,(17.353451421160685; 341.1373510345018),N/A,-0.76,(-0.08255997492013142; 0.01334181032994635),N/A,0memhg19decoy,TrueDI1230XA
