sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.703500227231363,149.0000000000009,-101.6175802991514,757.9999999858461,-292.79265107731925,6078.008391637509,-833.944520707682,0.11742333072798902,0.00723620542749905,-414.3556844149583,hematopoietic_specific_liquorice_hg38,healthy_control,0.79,"(-676.9642862071934, -290.7781101057302)",N/A,-0.65,"(0.057864530205383194, 0.22722235913474015)",N/A,30memhg38noalt,TrueDI1230XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/True40/summary_across_samples_and_ROIS.csv,-18.94634086313002,149.0000000000026,-100.85282970424744,757.9999999864847,-297.1425571075745,6078.0017619406535,-834.4556706165422,0.12331149915858115,0.00724184017278824,-420.5246346733367,hematopoietic_specific_liquorice_hg38,healthy_control,0.58,"(-681.4881485018702, -269.37044730366483)",N/A,-0.64,"(0.0641189442851832, 0.23128416528139153)",N/A,30memhg38,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-18.94634086313002,149.0000000000026,-100.85282970424744,757.9999999864847,-297.1425571075745,6078.0017619406535,-834.4556706165422,0.12331149915858115,0.00724184017278824,-420.5246346733367,hematopoietic_specific_liquorice_hg38,healthy_control,0.58,"(-681.4881485018702, -269.37044730366483)",N/A,-0.64,"(0.0641189442851832, 0.23128416528139153)",N/A,0memhg38noalt,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.703500227231363,149.0000000000009,-101.6175802991514,757.9999999858461,-292.79265107731925,6078.008391637509,-833.944520707682,0.11742333072798902,0.00723620542749905,-414.3556844149583,hematopoietic_specific_liquorice_hg38,healthy_control,0.79,"(-676.9642862071934, -290.7781101057302)",N/A,-0.65,"(0.057864530205383194, 0.22722235913474015)",N/A,0memhg38noalt,TrueDI1230XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.597858341336114,149.00000000000202,-99.59559423278296,757.9999999844194,-297.7741674971357,6078.00009276617,-834.5520441948895,0.11640328712444176,0.00737013240836354,-417.1688899598529,hematopoietic_specific_liquorice_hg38,healthy_control,0.71,"(-669.3603194170521, -288.5828089541338)",N/A,-0.67,"(0.05742537813949114, 0.22735744738612143)",N/A,30memhg38noalt,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-3.3180119268365145,149.00000000003175,-78.32093759993462,757.9999999981748,-400.86899006359363,6078.000011645758,-665.5132285059453,0.0764167618907108,0.00984024229435326,-483.3117417290689,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.05,"(-677.0049045169608, -280.73400851054373)",n.s.,-1.72,"(0.05810908254921153, 0.22674770204183847)",n.s.,30memhg38noalt,FalseDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.28270796647089,149.00000000007014,-76.74890390101666,757.9999999973404,-393.61869261303286,6078.000011442363,-664.5992753923505,0.07769643771940501,0.00958736485598646,-475.5993040193581,hematopoietic_specific_liquorice_hg38,lung_cancer,0.04,"(-669.3603194170521, -288.5828089541338)",n.s.,-1.67,"(0.05742537813949114, 0.22735744738612143)",n.s.,30memhg38noalt,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-6.558672049990735,149.00000000009578,-75.560553552267,757.9999999971087,-365.6016956005232,6078.000014925105,-662.0552391501586,0.08132585804395262,0.00886213678197304,-449.047636652371,hematopoietic_specific_liquorice_hg38,lung_cancer,0.28,"(-681.4881485018702, -269.37044730366483)",n.s.,-1.74,"(0.0641189442851832, 0.23128416528139153)",n.s.,30memhg38noalt,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-3.685271662991232,149.00000000001415,-74.81344410413901,757.9999999955867,-424.26280716331263,6078.000026590827,-659.1231247942542,0.07708956352687349,0.01039489715878275,-503.5651692791988,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.22,"(-676.9642862071934, -290.7781101057302)",n.s.,-1.7,"(0.057864530205383194, 0.22722235913474015)",n.s.,30memhg38noalt,TrueDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.8238061120852604,149.00000000015143,-74.59346534397794,757.9999999970784,-411.74231046878816,6078.000076647466,-662.4891739049049,0.07920036363088716,0.01010487430344728,-492.15398813431017,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.14,"(-681.4822088165606, -277.4285656407602)",n.s.,-1.63,"(0.05736331293548649, 0.2286327336088376)",n.s.,30memhg38noalt,TrueDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/False40/summary_across_samples_and_ROIS.csv,-6.869179607208352,149.00000000146142,-81.49695258266657,757.9999999978947,-368.55378362180033,6078.000004301624,-666.4098423064847,0.08547537858133489,0.00918203122850274,-458.3468884813414,hematopoietic_specific_liquorice_hg38,lung_cancer,0.22,"(-676.4586241629164, -280.6251143385373)",n.s.,-1.6,"(0.06284081006821898, 0.2302263812186002)",n.s.,0memhg38,False40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-3.504125997800805,149.00000000014916,-80.0082580318027,757.9999999982813,-398.9477791277528,6078.000056779428,-666.020247591841,0.07767702501277171,0.00980660262277143,-483.3108765287175,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.05,"(-675.5938390460229, -281.6501680438864)",n.s.,-1.61,"(0.05519782686216773, 0.22566692581832726)",n.s.,0memhg38,FalseDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-6.737882705738982,149.00000000024858,-82.40267027305187,757.9999999982871,-363.25764497083816,6078.999617495171,-666.2754783308643,0.08524897928400328,0.00874505617585288,-453.8178920475097,hematopoietic_specific_liquorice_hg38,lung_cancer,0.25,"(-681.6857189742025, -272.7923878640041)",n.s.,-1.6,"(0.0626941903344038, 0.23046541082986235)",n.s.,0memhg38,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.562633512588182,149.0000000000232,-80.4955041574448,757.9999999987019,-395.3598754635617,6078.000013830656,-667.0482922608137,0.08053208460399171,0.00982124466105473,-481.4436257541263,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.06,"(-675.1293825175285, -277.7828758727986)",n.s.,-1.55,"(0.055573729837936986, 0.2267132632413628)",n.s.,0memhg38,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-3.685271662991232,149.00000000001415,-74.81344410413901,757.9999999955867,-424.26280716331263,6078.000026590827,-659.1231247942542,0.07708956352687349,0.01039489715878275,-503.5651692791988,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.22,"(-676.9642862071934, -290.7781101057302)",n.s.,-1.7,"(0.057864530205383194, 0.22722235913474015)",n.s.,30memhg38,TrueDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-4.386613736221221,149.00000837942787,-80.84867553405866,757.9999999994528,-400.5803996852961,6078.000008519281,-664.229733349864,0.08058933454350141,0.0099690651509192,-486.81114974439134,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.05,"(-681.3195521002971, -282.89234310994743)",n.s.,-1.55,"(0.05527544585941055, 0.22735403032213872)",n.s.,0memhg38,TrueDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-5.013639114038969,149.0000000001912,-77.87816649503556,757.9999999989212,-418.7626783635222,6078.000008861176,-667.3511524012614,0.08189819988203413,0.0105002323781838,-502.7012979240428,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.26,"(-681.1866593795176, -277.13502072213475)",n.s.,-1.52,"(0.05522061965271734, 0.22927973121503842)",n.s.,0memhg38,TrueDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/False40/summary_across_samples_and_ROIS.csv,-6.226613969767299,149.000000000124,-81.13672862269335,757.9999999962039,-369.33512594171407,6078.000009651711,-663.548419112929,0.08361662738664813,0.00930652054167584,-458.02020555656856,hematopoietic_specific_liquorice_hg38,lung_cancer,0.21,"(-676.7752043822488, -277.24682790754423)",n.s.,-1.69,"(0.06471423357887114, 0.2309442777492191)",n.s.,30memhg38noalt,False40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-6.226613969767299,149.000000000124,-81.13672862269335,757.9999999962039,-369.33512594171407,6078.000009651711,-663.548419112929,0.08361662738664813,0.00930652054167584,-458.02020555656856,hematopoietic_specific_liquorice_hg38,lung_cancer,0.21,"(-676.7752043822488, -277.24682790754423)",n.s.,-1.69,"(0.06471423357887114, 0.2309442777492191)",n.s.,30memhg38,False40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-3.3180119268365145,149.00000000003175,-78.32093759993462,757.9999999981748,-400.86899006359363,6078.000011645758,-665.5132285059453,0.0764167618907108,0.00984024229435326,-483.3117417290689,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.05,"(-677.0049045169608, -280.73400851054373)",n.s.,-1.72,"(0.05810908254921153, 0.22674770204183847)",n.s.,30memhg38,FalseDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-3.3180119268365145,149.00000000003175,-78.32093759993462,757.9999999981748,-400.86899006359363,6078.000011645758,-665.5132285059453,0.0764167618907108,0.00984024229435326,-483.3117417290689,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.05,"(-677.0049045169608, -280.73400851054373)",n.s.,-1.72,"(0.05810908254921153, 0.22674770204183847)",n.s.,0memhg38noalt,FalseDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.28270796647089,149.00000000007014,-76.74890390101666,757.9999999973404,-393.61869261303286,6078.000011442363,-664.5992753923505,0.07769643771940501,0.00958736485598646,-475.5993040193581,hematopoietic_specific_liquorice_hg38,lung_cancer,0.04,"(-669.3603194170521, -288.5828089541338)",n.s.,-1.67,"(0.05742537813949114, 0.22735744738612143)",n.s.,30memhg38,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.28270796647089,149.00000000007014,-76.74890390101666,757.9999999973404,-393.61869261303286,6078.000011442363,-664.5992753923505,0.07769643771940501,0.00958736485598646,-475.5993040193581,hematopoietic_specific_liquorice_hg38,lung_cancer,0.04,"(-669.3603194170521, -288.5828089541338)",n.s.,-1.67,"(0.05742537813949114, 0.22735744738612143)",n.s.,0memhg38noalt,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/True40/summary_across_samples_and_ROIS.csv,-6.558672049990735,149.00000000009578,-75.560553552267,757.9999999971087,-365.6016956005232,6078.000014925105,-662.0552391501586,0.08132585804395262,0.00886213678197304,-449.047636652371,hematopoietic_specific_liquorice_hg38,lung_cancer,0.28,"(-681.4881485018702, -269.37044730366483)",n.s.,-1.74,"(0.0641189442851832, 0.23128416528139153)",n.s.,30memhg38,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-3.685271662991232,149.00000000001415,-74.81344410413901,757.9999999955867,-424.26280716331263,6078.000026590827,-659.1231247942542,0.07708956352687349,0.01039489715878275,-503.5651692791988,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.22,"(-676.9642862071934, -290.7781101057302)",n.s.,-1.7,"(0.057864530205383194, 0.22722235913474015)",n.s.,0memhg38noalt,TrueDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.8238061120852604,149.00000000015143,-74.59346534397794,757.9999999970784,-411.74231046878816,6078.000076647466,-662.4891739049049,0.07920036363088716,0.01010487430344728,-492.15398813431017,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.14,"(-681.4822088165606, -277.4285656407602)",n.s.,-1.63,"(0.05736331293548649, 0.2286327336088376)",n.s.,30memhg38,TrueDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.8238061120852604,149.00000000015143,-74.59346534397794,757.9999999970784,-411.74231046878816,6078.000076647466,-662.4891739049049,0.07920036363088716,0.01010487430344728,-492.15398813431017,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.14,"(-681.4822088165606, -277.4285656407602)",n.s.,-1.63,"(0.05736331293548649, 0.2286327336088376)",n.s.,0memhg38noalt,TrueDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/False40/summary_across_samples_and_ROIS.csv,-6.226613969767299,149.000000000124,-81.13672862269335,757.9999999962039,-369.33512594171407,6078.000009651711,-663.548419112929,0.08361662738664813,0.00930652054167584,-458.02020555656856,hematopoietic_specific_liquorice_hg38,lung_cancer,0.21,"(-676.7752043822488, -277.24682790754423)",n.s.,-1.69,"(0.06471423357887114, 0.2309442777492191)",n.s.,0memhg38noalt,False40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-6.558672049990735,149.00000000009578,-75.560553552267,757.9999999971087,-365.6016956005232,6078.000014925105,-662.0552391501586,0.08132585804395262,0.00886213678197304,-449.047636652371,hematopoietic_specific_liquorice_hg38,lung_cancer,0.28,"(-681.4881485018702, -269.37044730366483)",n.s.,-1.74,"(0.0641189442851832, 0.23128416528139153)",n.s.,0memhg38noalt,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/False40/summary_across_samples_and_ROIS.csv,-18.06349825862884,149.00000000028697,-106.97451179275906,757.9999999920168,-191.0174025719502,6078.0186955327945,-753.9704249015184,0.11720383550285916,0.00484691839544229,-319.67207280576616,hematopoietic_specific_liquorice_hg38,lung_cancer,1.73,"(-676.7752043822488, -277.24682790754423)",n.s.,-0.81,"(0.06471423357887114, 0.2309442777492191)",n.s.,30memhg38noalt,False40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.486210514855518,149.00000000000185,-101.68659899251546,757.9999999834496,-202.4873802052808,6078.005798787985,-751.1852092893831,0.1109505079396562,0.00535156227587102,-323.96752929276533,hematopoietic_specific_liquorice_hg38,lung_cancer,1.82,"(-676.9642862071934, -290.7781101057302)",n.s.,-0.82,"(0.057864530205383194, 0.22722235913474015)",n.s.,30memhg38,TrueDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-15.452007257781029,149.00000000078404,-107.32037646101811,757.9999999827927,-177.73827177722842,6078.022864900205,-750.4506707095176,0.10952208224006443,0.00461686442498742,-303.7343078075279,hematopoietic_specific_liquorice_hg38,lung_cancer,1.91,"(-681.4822088165606, -277.4285656407602)",n.s.,-0.86,"(0.05736331293548649, 0.2286327336088376)",n.s.,30memhg38noalt,TrueDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-15.994757193001435,149.00000000044946,-108.88328270794054,757.9999999834012,-181.62262661218696,6078.037672456023,-754.1823685983168,0.11205277582363532,0.00504111065708313,-309.81981112948256,hematopoietic_specific_liquorice_hg38,lung_cancer,1.87,"(-677.0049045169608, -280.73400851054373)",n.s.,-0.79,"(0.05810908254921153, 0.22674770204183847)",n.s.,0memhg38noalt,FalseDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-15.994757193001435,149.00000000044946,-108.88328270794054,757.9999999834012,-181.62262661218696,6078.037672456023,-754.1823685983168,0.11205277582363532,0.00504111065708313,-309.81981112948256,hematopoietic_specific_liquorice_hg38,lung_cancer,1.87,"(-677.0049045169608, -280.73400851054373)",n.s.,-0.79,"(0.05810908254921153, 0.22674770204183847)",n.s.,30memhg38noalt,FalseDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-20.043456489385047,149.00000000010633,-103.9181468068496,757.9999999960171,-194.08569367345112,6078.038980179186,-756.4319850456798,0.121097862450556,0.00495999949207938,-321.94385834976543,hematopoietic_specific_liquorice_hg38,lung_cancer,1.63,"(-681.4881485018702, -269.37044730366483)",n.s.,-0.7,"(0.0641189442851832, 0.23128416528139153)",n.s.,0memhg38noalt,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-15.452007257781029,149.00000000078404,-107.32037646101811,757.9999999827927,-177.73827177722842,6078.022864900205,-750.4506707095176,0.10952208224006443,0.00461686442498742,-303.7343078075279,hematopoietic_specific_liquorice_hg38,lung_cancer,1.91,"(-681.4822088165606, -277.4285656407602)",n.s.,-0.86,"(0.05736331293548649, 0.2286327336088376)",n.s.,30memhg38,TrueDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-15.537616253423788,149.0000000005877,-108.5779367261708,757.9999999823995,-175.5491961786219,6078.025292087939,-756.6381937529014,0.11026947411624496,0.004500625117847,-302.9158412121734,hematopoietic_specific_liquorice_hg38,lung_cancer,1.96,"(-675.5938390460229, -281.6501680438864)",n.s.,-0.78,"(0.05519782686216773, 0.22566692581832726)",n.s.,0memhg38,FalseDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-15.452007257781029,149.00000000078404,-107.32037646101811,757.9999999827927,-177.73827177722842,6078.022864900205,-750.4506707095176,0.10952208224006443,0.00461686442498742,-303.7343078075279,hematopoietic_specific_liquorice_hg38,lung_cancer,1.91,"(-681.4822088165606, -277.4285656407602)",n.s.,-0.86,"(0.05736331293548649, 0.2286327336088376)",n.s.,0memhg38noalt,TrueDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-14.888848375860386,149.00000000000003,-110.94421161522246,757.9999999808556,-164.76674576572745,6078.011771130941,-758.5945741367511,0.10907011099624704,0.00433288042243484,-293.782461250281,hematopoietic_specific_liquorice_hg38,lung_cancer,2.01,"(-681.1866593795176, -277.13502072213475)",n.s.,-0.84,"(0.05522061965271734, 0.22927973121503842)",n.s.,0memhg38,TrueDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.322378281218906,149.00000000010837,-111.14818124110876,757.9999999876374,-164.1387672265763,6078.01730760446,-755.5717964522894,0.11297445993423436,0.00428258018996391,-295.0200129551567,hematopoietic_specific_liquorice_hg38,lung_cancer,2.06,"(-681.3195521002971, -282.89234310994743)",n.s.,-0.72,"(0.05527544585941055, 0.22735403032213872)",n.s.,0memhg38,TrueDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.276461843373554,149.0004795728075,-102.95556023908794,757.9867489352953,-186.9790295622152,6078.032485298204,-754.6608182452662,0.11003960997177012,0.00490192762605028,-309.51410479031466,hematopoietic_specific_liquorice_hg38,lung_cancer,1.95,"(-669.3603194170521, -288.5828089541338)",n.s.,-0.84,"(0.05742537813949114, 0.22735744738612143)",n.s.,30memhg38noalt,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-15.992301046689027,149.0000000013473,-105.31723917165834,757.9999919147464,-192.2028909204624,6078.0103219584025,-757.0404277861436,0.11086386933461265,0.00496823981621349,-316.78677849448184,hematopoietic_specific_liquorice_hg38,lung_cancer,1.76,"(-675.1293825175285, -277.7828758727986)",n.s.,-0.78,"(0.055573729837936986, 0.2267132632413628)",n.s.,0memhg38,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-20.043456489385047,149.00000000010633,-103.9181468068496,757.9999999960171,-194.08569367345112,6078.038980179186,-756.4319850456798,0.121097862450556,0.00495999949207938,-321.94385834976543,hematopoietic_specific_liquorice_hg38,lung_cancer,1.63,"(-681.4881485018702, -269.37044730366483)",n.s.,-0.7,"(0.0641189442851832, 0.23128416528139153)",n.s.,30memhg38noalt,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.486210514855518,149.00000000000185,-101.68659899251546,757.9999999834496,-202.4873802052808,6078.005798787985,-751.1852092893831,0.1109505079396562,0.00535156227587102,-323.96752929276533,hematopoietic_specific_liquorice_hg38,lung_cancer,1.82,"(-676.9642862071934, -290.7781101057302)",n.s.,-0.82,"(0.057864530205383194, 0.22722235913474015)",n.s.,30memhg38noalt,TrueDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-15.994757193001435,149.00000000044946,-108.88328270794054,757.9999999834012,-181.62262661218696,6078.037672456023,-754.1823685983168,0.11205277582363532,0.00504111065708313,-309.81981112948256,hematopoietic_specific_liquorice_hg38,lung_cancer,1.87,"(-677.0049045169608, -280.73400851054373)",n.s.,-0.79,"(0.05810908254921153, 0.22674770204183847)",n.s.,30memhg38,FalseDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.486210514855518,149.00000000000185,-101.68659899251546,757.9999999834496,-202.4873802052808,6078.005798787985,-751.1852092893831,0.1109505079396562,0.00535156227587102,-323.96752929276533,hematopoietic_specific_liquorice_hg38,lung_cancer,1.82,"(-676.9642862071934, -290.7781101057302)",n.s.,-0.82,"(0.057864530205383194, 0.22722235913474015)",n.s.,0memhg38noalt,TrueDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.276461843373554,149.0004795728075,-102.95556023908794,757.9867489352953,-186.9790295622152,6078.032485298204,-754.6608182452662,0.11003960997177012,0.00490192762605028,-309.51410479031466,hematopoietic_specific_liquorice_hg38,lung_cancer,1.95,"(-669.3603194170521, -288.5828089541338)",n.s.,-0.84,"(0.05742537813949114, 0.22735744738612143)",n.s.,0memhg38noalt,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/False40/summary_across_samples_and_ROIS.csv,-18.737144872922045,149.0000000001079,-107.88681339465684,757.9999999981767,-196.8923003261774,6078.009291836687,-758.4919533992536,0.11987328350601108,0.00502739790310919,-327.2408377906015,hematopoietic_specific_liquorice_hg38,lung_cancer,1.68,"(-676.4586241629164, -280.6251143385373)",n.s.,-0.7,"(0.06284081006821898, 0.2302263812186002)",n.s.,0memhg38,False40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.276461843373554,149.0004795728075,-102.95556023908794,757.9867489352953,-186.9790295622152,6078.032485298204,-754.6608182452662,0.11003960997177012,0.00490192762605028,-309.51410479031466,hematopoietic_specific_liquorice_hg38,lung_cancer,1.95,"(-669.3603194170521, -288.5828089541338)",n.s.,-0.84,"(0.05742537813949114, 0.22735744738612143)",n.s.,30memhg38,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/False40/summary_across_samples_and_ROIS.csv,-18.06349825862884,149.00000000028697,-106.97451179275906,757.9999999920168,-191.0174025719502,6078.0186955327945,-753.9704249015184,0.11720383550285916,0.00484691839544229,-319.67207280576616,hematopoietic_specific_liquorice_hg38,lung_cancer,1.73,"(-676.7752043822488, -277.24682790754423)",n.s.,-0.81,"(0.06471423357887114, 0.2309442777492191)",n.s.,0memhg38noalt,False40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/True40/summary_across_samples_and_ROIS.csv,-20.043456489385047,149.00000000010633,-103.9181468068496,757.9999999960171,-194.08569367345112,6078.038980179186,-756.4319850456798,0.121097862450556,0.00495999949207938,-321.94385834976543,hematopoietic_specific_liquorice_hg38,lung_cancer,1.63,"(-681.4881485018702, -269.37044730366483)",n.s.,-0.7,"(0.0641189442851832, 0.23128416528139153)",n.s.,30memhg38,True40
