sampleID,phenotype,ref_genome,settings,gc_bias,settings_verbose,trimming,genome,value
LP0020_08,healthy_control,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,169.3073629
LP0020_08,healthy_control,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,169.3252878
LP0020_08,healthy_control,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,169.3168133
LP0020_08,healthy_control,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,169.2375701
LP0020_08,healthy_control,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,169.2213976
LP0020_08,healthy_control,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,169.2413464
LP0020_08,healthy_control,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,169.245818
LP0020_08,healthy_control,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,169.3031133
LP0020_08,healthy_control,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,169.2589562
LP0020_08,healthy_control,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,169.3216969
LP0020_08,healthy_control,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,169.2747053
LP0020_08,healthy_control,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,169.3260876
LP0020_08,healthy_control,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,169.3658945
LP0020_08,healthy_control,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,169.2041527
LP0020_08,healthy_control,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,169.3697724
LP0025_01_L004,healthy_control,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,169.7420351
LP0025_01_L004,healthy_control,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,169.7555209
LP0025_01_L004,healthy_control,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,169.6770213
LP0025_01_L004,healthy_control,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,169.7639143
LP0025_01_L004,healthy_control,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,169.6970543
LP0025_01_L004,healthy_control,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,169.6770877
LP0025_01_L004,healthy_control,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,169.8089521
LP0025_01_L004,healthy_control,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,169.7058305
LP0025_01_L004,healthy_control,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,169.6649218
LP0025_01_L004,healthy_control,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,169.7043246
LP0025_01_L004,healthy_control,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,169.6509722
LP0025_01_L004,healthy_control,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,169.7216005
LP0025_01_L004,healthy_control,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,169.7351924
LP0025_01_L004,healthy_control,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,169.5752611
LP0025_01_L004,healthy_control,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,169.5873849
LP0025_01_L004,healthy_control,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,169.7095703
LP0025_01_L004,healthy_control,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,169.6138527
LP0025_01_L004,healthy_control,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,169.6302436
LP0025_01_L004,healthy_control,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,169.6636961
LP0025_01_L004,healthy_control,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,169.6193926
LP0025_01_L004,healthy_control,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,169.6864916
LP0025_01_L004,healthy_control,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,169.7155753
LP0025_01_L004,healthy_control,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,169.6662962
LP0025_01_L004,healthy_control,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,169.6911803
LP0025_01_L004,healthy_control,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,169.6631285
LP0025_01_L004,healthy_control,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,169.7298056
LP0025_01_L004,healthy_control,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,169.7810689
LP0025_01_L004,healthy_control,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,169.6936074
LP0025_01_L004,healthy_control,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,169.5525198
LP0025_01_L004,healthy_control,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,169.6373318
LP0025_01_L004,healthy_control,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,169.6517241
LP0025_01_L004,healthy_control,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,169.7288712
LP0025_02_L004,healthy_control,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,175.5973459
LP0025_02_L004,healthy_control,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,175.5305154
LP0025_02_L004,healthy_control,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,175.6967617
LP0025_02_L004,healthy_control,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,175.5330182
LP0025_02_L004,healthy_control,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,175.4930144
LP0025_02_L004,healthy_control,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,175.6650042
LP0025_02_L004,healthy_control,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,175.5583048
LP0025_02_L004,healthy_control,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,175.6255165
LP0025_02_L004,healthy_control,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,175.4202077
LP0025_02_L004,healthy_control,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,175.4361426
LP0025_02_L004,healthy_control,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,175.5662455
LP0025_02_L004,healthy_control,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,175.5619397
LP0025_02_L004,healthy_control,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,175.6006225
LP0025_02_L004,healthy_control,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,175.5921154
LP0025_02_L004,healthy_control,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,175.633456
LP0025_02_L004,healthy_control,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,175.55247
LP0025_02_L004,healthy_control,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,175.571585
LP0025_02_L004,healthy_control,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,175.5442889
LP0025_02_L004,healthy_control,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,175.5318892
LP0025_02_L004,healthy_control,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,175.5545689
LP0025_02_L004,healthy_control,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,175.5880829
LP0025_02_L004,healthy_control,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,175.6149141
LP0025_02_L004,healthy_control,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,175.570923
LP0025_02_L004,healthy_control,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,175.513384
LP0025_02_L004,healthy_control,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,175.5747681
LP0025_02_L004,healthy_control,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,175.502521
LP0025_02_L004,healthy_control,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,175.3906841
LP0025_02_L004,healthy_control,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,175.4799669
LP0025_02_L004,healthy_control,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,175.6533073
LP0025_02_L004,healthy_control,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,175.6072611
LP0025_02_L004,healthy_control,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,175.3819765
LP0025_02_L004,healthy_control,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,175.5042179
LP0025_03_L003,healthy_control,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,168.6040512
LP0025_03_L003,healthy_control,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,168.594221
LP0025_03_L003,healthy_control,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,168.5756422
LP0025_03_L003,healthy_control,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,168.5465151
LP0025_03_L003,healthy_control,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,168.5550996
LP0025_03_L003,healthy_control,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,168.5329658
LP0025_03_L003,healthy_control,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,168.4875552
LP0025_03_L003,healthy_control,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,168.5098583
LP0025_03_L003,healthy_control,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,168.5840764
LP0025_03_L003,healthy_control,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,168.5051586
LP0025_03_L003,healthy_control,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,168.488165
LP0025_03_L003,healthy_control,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,168.5265131
LP0025_03_L003,healthy_control,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,168.5574988
LP0025_03_L003,healthy_control,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,168.6284763
LP0025_03_L003,healthy_control,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,168.4785507
LP0025_03_L003,healthy_control,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,168.4464055
LP0025_03_L003,healthy_control,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,168.5558944
LP0025_03_L003,healthy_control,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,168.5375436
LP0025_03_L003,healthy_control,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,168.3852242
LP0025_03_L003,healthy_control,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,168.3959973
LP0025_03_L003,healthy_control,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,168.6684064
LP0025_03_L003,healthy_control,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,168.4969922
LP0025_03_L003,healthy_control,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,168.56728
LP0025_03_L003,healthy_control,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,168.6027782
LP0025_03_L003,healthy_control,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,168.4943169
LP0025_03_L003,healthy_control,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,168.3570575
LP0025_03_L003,healthy_control,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,168.346592
LP0025_03_L003,healthy_control,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,168.4680586
LP0025_03_L003,healthy_control,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,168.478666
LP0025_03_L003,healthy_control,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,168.5123024
LP0025_03_L003,healthy_control,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,168.5236127
LP0025_03_L003,healthy_control,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,168.447868
LP0025_04_L004,healthy_control,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,170.462981
LP0025_04_L004,healthy_control,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,170.4468673
LP0025_04_L004,healthy_control,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,170.4894809
LP0025_04_L004,healthy_control,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,170.5212049
LP0025_04_L004,healthy_control,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,170.4039512
LP0025_04_L004,healthy_control,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,170.3854133
LP0025_04_L004,healthy_control,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,170.5174062
LP0025_04_L004,healthy_control,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,170.4983434
LP0025_04_L004,healthy_control,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,170.5765479
LP0025_04_L004,healthy_control,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,170.4285265
LP0025_04_L004,healthy_control,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,170.5112617
LP0025_04_L004,healthy_control,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,170.3832109
LP0025_04_L004,healthy_control,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,170.4092383
LP0025_04_L004,healthy_control,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,170.4537459
LP0025_04_L004,healthy_control,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,170.416054
LP0025_04_L004,healthy_control,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,170.5006601
LP0025_04_L004,healthy_control,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,170.4155028
LP0025_04_L004,healthy_control,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,170.5563365
LP0025_04_L004,healthy_control,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,170.3652013
LP0025_04_L004,healthy_control,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,170.4430503
LP0025_04_L004,healthy_control,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,170.5001431
LP0025_04_L004,healthy_control,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,170.4064201
LP0025_04_L004,healthy_control,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,170.445823
LP0025_04_L004,healthy_control,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,170.3059384
LP0025_04_L004,healthy_control,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,170.4618349
LP0025_04_L004,healthy_control,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,170.4789534
LP0025_04_L004,healthy_control,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,170.4724499
LP0025_04_L004,healthy_control,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,170.4398676
LP0025_04_L004,healthy_control,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,170.3755416
LP0025_04_L004,healthy_control,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,170.3243924
LP0025_04_L004,healthy_control,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,170.4182117
LP0025_04_L004,healthy_control,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,170.3458351
LP0025_05_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,171.9794872
LP0025_05_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,171.9953095
LP0025_05_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,172.054662
LP0025_05_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,172.1180435
LP0025_05_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,172.1447613
LP0025_05_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,172.1885003
LP0025_05_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,172.2028103
LP0025_05_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,172.2600187
LP0025_05_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,171.9477075
LP0025_05_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,171.9680246
LP0025_05_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,172.2208549
LP0025_05_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,172.0857316
LP0025_05_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,172.0951336
LP0025_05_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,172.0962424
LP0025_05_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,172.2406941
LP0025_05_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,172.2868161
LP0025_05_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,172.1097867
LP0025_05_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,172.1701637
LP0025_05_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,172.1562309
LP0025_05_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,172.109048
LP0025_05_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,172.1767393
LP0025_05_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,172.1442601
LP0025_05_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,172.1930541
LP0025_05_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,172.1307404
LP0025_05_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,172.2151057
LP0025_05_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,172.1658982
LP0025_05_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,172.1454648
LP0025_05_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,172.2071211
LP0025_05_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,172.1793863
LP0025_05_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,172.0877562
LP0025_05_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,172.0722195
LP0025_05_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,172.1747106
LP0025_06_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,168.3872626
LP0025_06_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,168.3502335
LP0025_06_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,168.541103
LP0025_06_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,168.2652311
LP0025_06_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,168.2466333
LP0025_06_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,168.4304603
LP0025_06_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,168.3548894
LP0025_06_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,168.4098718
LP0025_06_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,168.4654686
LP0025_06_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,168.4688942
LP0025_06_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,168.3834273
LP0025_06_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,168.2554427
LP0025_06_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,168.5160327
LP0025_06_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,168.3316156
LP0025_06_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,168.479711
LP0025_06_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,168.2789757
LP0025_06_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,168.3467286
LP0025_06_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,168.4083773
LP0025_06_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,168.444426
LP0025_06_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,168.4331101
LP0025_06_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,168.3769066
LP0025_06_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,168.4112559
LP0025_06_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,168.4557155
LP0025_06_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,168.3677109
LP0025_06_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,168.3695466
LP0025_06_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,168.4862707
LP0025_06_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,168.4229243
LP0025_06_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,168.4123996
LP0025_06_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,168.4555145
LP0025_06_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,168.3713281
LP0025_06_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,168.4314181
LP0025_06_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,168.3688456
LP0025_07_L004,healthy_control,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,166.1554337
LP0025_07_L004,healthy_control,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,166.2837128
LP0025_07_L004,healthy_control,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,166.2102556
LP0025_07_L004,healthy_control,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,166.272912
LP0025_07_L004,healthy_control,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,166.2225646
LP0025_07_L004,healthy_control,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,166.2454287
LP0025_07_L004,healthy_control,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,166.2358985
LP0025_07_L004,healthy_control,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,166.3015998
LP0025_07_L004,healthy_control,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,166.2455464
LP0025_07_L004,healthy_control,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,166.1831788
LP0025_07_L004,healthy_control,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,166.2093503
LP0025_07_L004,healthy_control,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,166.2916252
LP0025_07_L004,healthy_control,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,166.293381
LP0025_07_L004,healthy_control,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,166.2738597
LP0025_07_L004,healthy_control,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,166.2974965
LP0025_07_L004,healthy_control,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,166.3188704
LP0025_07_L004,healthy_control,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,166.3186581
LP0025_07_L004,healthy_control,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,166.2176642
LP0025_07_L004,healthy_control,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,166.1857436
LP0025_07_L004,healthy_control,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,166.1740846
LP0025_07_L004,healthy_control,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,166.2568676
