sampleID,phenotype,value,ref_genome,settings,gc_bias,settings_verbose,trimming,genome
LP0025_03_L003,healthy_control,0.98698607,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_04_L004,healthy_control,0.992564998,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_05_L003,lung_cancer,0.983238934,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_06_L003,lung_cancer,0.990583753,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_07_L004,healthy_control,0.985274589,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_08_L004,healthy_control,0.992432314,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_10_L003,lung_cancer,0.380593591,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_11_L003,lung_cancer,0.989341332,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_12_L003,lung_cancer,0.986447383,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_15_L003,lung_cancer,0.974084182,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.969066816,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.936907399,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_24_L003,lung_cancer,0.989304051,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_05_L003,lung_cancer,0.923226431,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_07_L003,lung_cancer,0.980020747,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.717085164,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.917081466,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.604013035,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.917894677,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.895040918,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.907768955,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.916615396,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.898941102,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0028_01_L004,lung_cancer,0.956125072,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_02_L004,healthy_control,0.992925736,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_04_L003,healthy_control,0.979561048,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_05_L004,healthy_control,0.993150581,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_06_L003,healthy_control,0.985398059,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0030_03_L004,healthy_control,0.990680427,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0030_05_L004,healthy_control,0.994116004,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_01_L004,healthy_control,0.983591396,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_02_L004,healthy_control,0.97501872,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_03_L003,healthy_control,0.993934933,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_04_L004,healthy_control,0.990654318,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_05_L003,lung_cancer,0.985226602,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_06_L003,lung_cancer,0.993699316,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_07_L004,healthy_control,0.985965347,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_08_L004,healthy_control,0.990442886,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_10_L003,lung_cancer,0.618086394,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_11_L003,lung_cancer,0.989236053,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_12_L003,lung_cancer,0.97660605,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_15_L003,lung_cancer,0.984681625,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.97907753,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_21_L004,lung_cancer,0.975042053,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_24_L003,lung_cancer,0.984556174,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_05_L003,lung_cancer,0.949315999,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_07_L003,lung_cancer,0.97383633,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.934879202,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_22_L003,lung_cancer,0.978208086,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.779684188,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.975076159,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.977869718,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.970189407,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.98010005,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0027_39_L003,lung_cancer,0.971310625,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0028_01_L004,lung_cancer,0.988932009,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_02_L004,healthy_control,0.993971899,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_04_L003,healthy_control,0.985796175,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_05_L004,healthy_control,0.989674432,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_06_L003,healthy_control,0.988731504,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0030_03_L004,healthy_control,0.987255167,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0030_05_L004,healthy_control,0.990861499,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_01_L004,healthy_control,0.968865952,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_02_L004,healthy_control,0.936420267,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_03_L003,healthy_control,0.979628878,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_04_L004,healthy_control,0.986291297,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_05_L003,lung_cancer,0.969590863,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_06_L003,lung_cancer,0.982860229,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_07_L004,healthy_control,0.9799062,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_08_L004,healthy_control,0.990880801,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_10_L003,lung_cancer,0.444365777,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_11_L003,lung_cancer,0.991160586,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_12_L003,lung_cancer,0.974560332,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_15_L003,lung_cancer,0.978452744,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.974011671,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_21_L004,lung_cancer,0.942798023,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_24_L003,lung_cancer,0.978148303,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0026_05_L003,lung_cancer,0.887032664,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0026_07_L003,lung_cancer,0.954188306,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.817154516,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0026_22_L003,lung_cancer,0.947047069,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.616097265,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.947356963,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.933509295,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.934988624,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.942814582,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0027_39_L003,lung_cancer,0.923616366,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0028_01_L004,lung_cancer,0.970843865,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0029_02_L004,healthy_control,0.991333418,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0029_04_L003,healthy_control,0.973313799,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0029_05_L004,healthy_control,0.981754438,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0029_06_L003,healthy_control,0.965776685,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0030_03_L004,healthy_control,0.973460273,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0030_05_L004,healthy_control,0.989139395,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19
LP0025_01_L004,healthy_control,0.983702728,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_02_L004,healthy_control,0.986458249,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_03_L003,healthy_control,0.993314317,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_04_L004,healthy_control,0.991109494,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_05_L003,lung_cancer,0.987336574,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_06_L003,lung_cancer,0.994398128,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_07_L004,healthy_control,0.982857339,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_08_L004,healthy_control,0.99065366,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_10_L003,lung_cancer,0.558339229,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_11_L003,lung_cancer,0.989217178,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_12_L003,lung_cancer,0.97860856,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_15_L003,lung_cancer,0.983276289,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.980508662,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_21_L004,lung_cancer,0.979090279,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_24_L003,lung_cancer,0.986223262,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0026_05_L003,lung_cancer,0.965072008,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0026_07_L003,lung_cancer,0.978716958,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.925847822,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0026_22_L003,lung_cancer,0.976919891,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.76889988,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.973444289,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.976050824,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.970048431,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.977871083,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0027_39_L003,lung_cancer,0.969754924,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0028_01_L004,lung_cancer,0.988389583,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0029_02_L004,healthy_control,0.993875037,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0029_04_L003,healthy_control,0.985826633,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0029_05_L004,healthy_control,0.991495161,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0029_06_L003,healthy_control,0.989053682,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0030_03_L004,healthy_control,0.991294125,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0030_05_L004,healthy_control,0.991089557,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19
LP0025_01_L004,healthy_control,0.973921879,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_02_L004,healthy_control,0.967883932,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_03_L003,healthy_control,0.980990288,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_04_L004,healthy_control,0.988098224,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_05_L003,lung_cancer,0.968296523,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_06_L003,lung_cancer,0.98381685,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_07_L004,healthy_control,0.97677837,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_08_L004,healthy_control,0.993683719,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_10_L003,lung_cancer,0.408299796,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_11_L003,lung_cancer,0.991366368,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_12_L003,lung_cancer,0.976787489,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_15_L003,lung_cancer,0.978166337,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.973962797,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_21_L004,lung_cancer,0.952766501,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_24_L003,lung_cancer,0.982301935,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0026_05_L003,lung_cancer,0.92595959,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0026_07_L003,lung_cancer,0.967759458,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.802339767,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0026_22_L003,lung_cancer,0.94418401,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.60235525,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.943327251,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.930162724,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.933173543,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.93983389,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0027_39_L003,lung_cancer,0.921298615,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0028_01_L004,lung_cancer,0.969429469,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0029_02_L004,healthy_control,0.991591266,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0029_04_L003,healthy_control,0.975575031,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0029_05_L004,healthy_control,0.993448065,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0029_06_L003,healthy_control,0.969033149,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0030_03_L004,healthy_control,0.982683766,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0030_05_L004,healthy_control,0.990110168,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19
LP0025_01_L004,healthy_control,0.971483496,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_02_L004,healthy_control,0.913227373,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_03_L003,healthy_control,0.979597598,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_04_L004,healthy_control,0.974065917,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_05_L003,lung_cancer,0.981655245,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_06_L003,lung_cancer,0.987480796,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_07_L004,healthy_control,0.982944869,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_08_L004,healthy_control,0.983383074,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_10_L003,lung_cancer,0.268583803,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_11_L003,lung_cancer,0.979397555,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_12_L003,lung_cancer,0.981900455,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_15_L003,lung_cancer,0.97480249,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.965114178,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.917537091,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,0.979527256,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,0.853868252,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_07_L003,lung_cancer,0.95068939,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.756841637,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.921177247,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.541508188,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.917563279,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.90870532,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.903247203,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.929158926,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.910429372,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,0.958844696,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_02_L004,healthy_control,0.987888426,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,0.973341678,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_05_L004,healthy_control,0.964888221,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,0.978848158,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,0.962943259,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,0.987799865,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_01_L004,healthy_control,0.987244716,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_02_L004,healthy_control,0.917512809,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_03_L003,healthy_control,0.987070498,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_04_L004,healthy_control,0.990832595,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_05_L003,lung_cancer,0.983931744,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_06_L003,lung_cancer,0.990662341,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_07_L004,healthy_control,0.989097147,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_08_L004,healthy_control,0.988563655,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_10_L003,lung_cancer,0.37671684,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_11_L003,lung_cancer,0.989305483,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_12_L003,lung_cancer,0.986378338,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_15_L003,lung_cancer,0.974120535,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.969699377,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.921810917,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,0.984368201,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,0.877467099,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_07_L003,lung_cancer,0.964817871,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.718644256,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.919097858,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.611303871,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.923176957,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.898024109,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.911060806,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.920249181,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.901125366,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,0.957038668,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_02_L004,healthy_control,0.991995445,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,0.973444673,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_05_L004,healthy_control,0.974506045,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,0.984487796,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,0.976757127,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,0.993629382,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_01_L004,healthy_control,0.975423889,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_02_L004,healthy_control,0.954229363,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_03_L003,healthy_control,0.979182201,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_04_L004,healthy_control,0.975348456,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_05_L003,lung_cancer,0.980257098,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
